,university,career,inscription_date,first_name,last_name,gender,birth_date,age,postal_code,location,email
54,facultad latinoamericana de ciencias sociales,diseño de imagen y sonido,29-09-2020,courtney,johnson,F,08-04-1936,,,AVANZADA,YESENIA38@YAHOO.COM
55,facultad latinoamericana de ciencias sociales,ingeniería en informática,24-11-2020,michael,perkins,M,23-05-1990,,,CESPEDES,DAVIDROBERTS@HOTMAIL.COM
56,facultad latinoamericana de ciencias sociales,farmacia,14-01-2021,brian,ortega,M,02-10-1957,,,EL-CAMOATI,SHAWNPHAM@HOTMAIL.COM
57,facultad latinoamericana de ciencias sociales,ingeniería electrónica,26-10-2020,james,johnson,M,16-09-1973,,,AGUSTONI,KYLEELLIOTT@HOTMAIL.COM
58,facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,16-12-2020,yvonne,orozco,F,20-05-1917,,,BARRA-BONITA,JENNIFERESPARZA@HOTMAIL.COM
59,facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,27-01-2021,cindy,ellis,F,21-11-2001,,,CHUMBICHA,JOY10@YAHOO.COM
60,facultad latinoamericana de ciencias sociales,bioquímica,07-10-2020,victor,freeman,M,28-10-1985,,,ATREUCO,PPARKER@GMAIL.COM
61,facultad latinoamericana de ciencias sociales,medicina,06-10-2020,john,pierce,M,06-07-1945,,,GENERAL-ROJO,GDAVIS@GMAIL.COM
62,facultad latinoamericana de ciencias sociales,agronomía,04-10-2020,jeffery,silva,M,26-09-1940,,,COLONIA-CLARA,MOSSLINDSEY@HOTMAIL.COM
63,facultad latinoamericana de ciencias sociales,licenciatura en gestión de agroalimentos,11-01-2021,taylor,bridges,M,09-05-2002,,,FUNKE,JONESSHELBY@YAHOO.COM
64,facultad latinoamericana de ciencias sociales,licenciatura en ciencias ambientales,22-12-2020,carmen,shaw,F,29-01-1949,,,EL-PALMAR-DE-SAN-FRANCISCO,ROGERSREBECCA@YAHOO.COM
65,facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,29-12-2020,miguel,reese,M,24-04-1998,,,CAA-YARI,BJOHNSON@HOTMAIL.COM
66,facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,30-10-2020,maria,murphy,F,05-02-1906,,,BAJO-DE-LOS-SUELDOS,FREDERICKDERRICK@GMAIL.COM
67,facultad latinoamericana de ciencias sociales,licenciatura en artes,19-01-2021,vanessa,powell,F,17-01-2020,,,CAMPO-MEDINA,SYLVIA73@GMAIL.COM
68,facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,29-12-2020,terry,smith,F,24-08-1935,,,LOS-FRENTONES,ANGELA52@HOTMAIL.COM
69,facultad latinoamericana de ciencias sociales,diseño de imagen y sonido,10-09-2020,matthew,frazier,M,30-09-1917,,,ALCARAZ-NORTE,JAMESPETERSON@YAHOO.COM
70,facultad latinoamericana de ciencias sociales,licenciatura en ciencias ambientales,05-12-2020,carmen,brown,F,27-12-2014,,,ACUÑA-CUE,BROWNMATTHEW@HOTMAIL.COM
71,facultad latinoamericana de ciencias sociales,diseño industrial,13-12-2020,deborah,mcneil,F,03-08-1970,,,CHACABUCO,LOPEZJEFFREY@GMAIL.COM
72,facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,23-11-2020,robert,yang,M,29-01-1985,,,CHUMBICHA,MATTHEWDUNCAN@YAHOO.COM
73,facultad latinoamericana de ciencias sociales,ingeniería mecánica,17-09-2020,melissa,yu,F,08-06-1922,,,AGUA-DE-DIAZ,TERESACASTILLO@YAHOO.COM
74,facultad latinoamericana de ciencias sociales,ingeniería electrónica,05-09-2020,victoria,moses,F,28-02-1949,,,ALZAGA,OLE@YAHOO.COM
75,facultad latinoamericana de ciencias sociales,licenciatura en sociología,23-09-2020,richard,jones,M,24-12-2018,,,CHEROGUITA,REBECCA88@YAHOO.COM
76,facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,04-09-2020,nancy,mooney,F,19-09-1932,,,SAN-GERONIMO,REEVESDANIEL@YAHOO.COM
77,facultad latinoamericana de ciencias sociales,licenciatura en artes,17-01-2021,ryan,jordan,M,31-10-1909,,,ISLA-GRANDE,BROWNTIFFANY@GMAIL.COM
78,facultad latinoamericana de ciencias sociales,licenciatura en artes,23-11-2020,michael,patrick,M,15-06-1947,,,ZONA-DELTA-TIGRE,RANDYDIAZ@YAHOO.COM
79,facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,25-01-2021,brandon,hubbard,M,13-09-2003,,,ALGARROBITOS-1RO,HSOTO@GMAIL.COM
80,facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,09-09-2020,lisa,herrera,F,08-03-1914,,,COLONIA-ABORIGEN,FERGUSONCHERYL@GMAIL.COM
81,facultad latinoamericana de ciencias sociales,licenciatura en psicología,26-10-2020,samantha,peterson,F,25-07-1961,,,ALDEA-ESCOLAR,HARRISSTANLEY@HOTMAIL.COM
82,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la educación,16-09-2020,chad,bond,M,26-01-1963,,,CRISPI,SUMMERRICH@HOTMAIL.COM
83,facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,08-11-2020,lisa,ruiz,F,09-10-2002,,,COMODORO-RIVADAVIA,MADISON25@HOTMAIL.COM
84,facultad latinoamericana de ciencias sociales,licenciatura en gestión de agroalimentos,23-09-2020,mrs.,cassandra,F,05-12-2000,,,MORON,OHANNA@HOTMAIL.COM
85,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,19-11-2020,michael,archer,M,14-04-2004,,,ARANO,YVONNESMITH@YAHOO.COM
86,facultad latinoamericana de ciencias sociales,licenciatura en administración,11-09-2020,margaret,davis,F,21-04-1960,,,KILOMETRO-208,HGREEN@GMAIL.COM
87,facultad latinoamericana de ciencias sociales,licenciatura en ciencia política,07-10-2020,christopher,washington,M,07-01-1966,,,BONIFACIO,MULLENJENNIFER@YAHOO.COM
88,facultad latinoamericana de ciencias sociales,licenciatura en planificación y diseño del paisaje,17-12-2020,diane,reynolds,F,07-06-2011,,,CERRILLOS-AL-SUD,JONATHAN82@HOTMAIL.COM
89,facultad latinoamericana de ciencias sociales,ciencias veterinarias,22-01-2021,catherine,mcgrath,F,01-05-1951,,,ARROYO-CASCO,SCOTTGOLDEN@GMAIL.COM
90,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,09-09-2020,john,mullins,M,22-12-1907,,,COLONIA-LA-INDIA,EFITZPATRICK@GMAIL.COM
91,facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,11-01-2021,manuel,campbell,M,12-12-1922,,,COLONIA-LOS-SAUCES,SARAHTHOMAS@YAHOO.COM
92,facultad latinoamericana de ciencias sociales,ingeniería en informática,03-11-2020,keith,carter,M,02-07-1972,,,BARLETT,CHAVEZDAVID@GMAIL.COM
93,facultad latinoamericana de ciencias sociales,diseño de imagen y sonido,21-10-2020,scott,pugh,M,20-03-1922,,,MERLO,SARA81@YAHOO.COM
94,facultad latinoamericana de ciencias sociales,licenciatura en administración,28-10-2020,emily,anderson,F,26-01-2021,,,EL-TALA,EBAILEY@HOTMAIL.COM
95,facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,20-10-2020,mrs.,jamie,F,09-07-2007,,,CAMPO-DE-VILLAMIL,RWALTERS@HOTMAIL.COM
96,facultad latinoamericana de ciencias sociales,contador público,14-09-2020,renee,coleman,F,06-01-1979,,,RANELAGH,DEREKSIMMONS@HOTMAIL.COM
97,facultad latinoamericana de ciencias sociales,licenciatura en ciencias antropológicas,27-11-2020,daniel,rodriguez,M,01-07-1971,,,AGRELO,MARTINEZCLAUDIA@YAHOO.COM
98,facultad latinoamericana de ciencias sociales,ingeniería mecánica,09-09-2020,kaitlin,lozano,F,13-01-1911,,,ADOLFO-VAN-PRAET,QJOHNSON@HOTMAIL.COM
99,facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,19-10-2020,ashley,miller,F,15-07-1945,,,COLONIA-MACKINLAY,HENRYPAMELA@YAHOO.COM
100,facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,18-12-2020,emily,lopez,F,25-07-1972,,,LA-DULCE,WILLISLINDSEY@HOTMAIL.COM
101,facultad latinoamericana de ciencias sociales,técnico para bioterios,18-12-2020,lorraine,long,F,12-09-1920,,,AGUA-COLORADA,PEREZAARON@YAHOO.COM
102,facultad latinoamericana de ciencias sociales,licenciatura en relaciones del trabajo,10-12-2020,victoria,collins,F,11-10-1945,,,CAMBA-PASO,MARTINEZERICA@HOTMAIL.COM
103,facultad latinoamericana de ciencias sociales,licenciatura en ciencia política,06-09-2020,christopher,thomas,M,27-12-1982,,,CAÑADON-LA-MADERA,CASEYMATA@GMAIL.COM
104,facultad latinoamericana de ciencias sociales,arquitectura,17-11-2020,jenna,henry,F,20-03-1961,,,ARENAZA,LREEVES@GMAIL.COM
105,facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,20-01-2021,stephanie,tanner,F,07-05-1915,,,CARAHUNCO,BRENDA43@YAHOO.COM
106,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la educación,20-01-2021,april,mejia,F,08-06-1995,,,ARROYO-SANTA-MARIA,XRANDOLPH@HOTMAIL.COM
107,facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,27-09-2020,michael,green,M,13-01-1929,,,EL-CARRETERO,LOGANSCHROEDER@YAHOO.COM
108,facultad latinoamericana de ciencias sociales,licenciatura en planificación y diseño del paisaje,04-10-2020,mary,white,F,05-08-1969,,,COSTA-DEL-NOGOYA,SABRINA51@HOTMAIL.COM
109,facultad latinoamericana de ciencias sociales,bioquímica,02-11-2020,john,webster,M,22-10-1907,,,ESTACION-SALADAS,HBUTLER@YAHOO.COM
110,facultad latinoamericana de ciencias sociales,licenciatura en relaciones del trabajo,19-12-2020,meghan,price,F,25-02-1906,,,GRACIARENA,NICHOLAS25@YAHOO.COM
111,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la educación,07-12-2020,david,brown,M,22-01-1998,,,CARACOLES,WHITEAMY@HOTMAIL.COM
112,facultad latinoamericana de ciencias sociales,licenciatura en ciencias ambientales,01-01-2021,brian,carpenter,M,22-05-1973,,,ANTA-CHICA,IHOGAN@HOTMAIL.COM
113,facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,13-10-2020,carolyn,jimenez,F,23-01-1950,,,CATUA,BAKERLAURIE@HOTMAIL.COM
114,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la educación,09-09-2020,darren,hill,M,14-09-1985,,,8-DE-DICIEMBRE,SHERRYCHAN@HOTMAIL.COM
115,facultad latinoamericana de ciencias sociales,ingeniería mecánica,18-09-2020,cory,hall,M,13-05-1933,,,COLONIA-SAN-FRANCISCO,AARON01@GMAIL.COM
116,facultad latinoamericana de ciencias sociales,licenciatura en administración,02-10-2020,william,george,M,21-06-2019,,,ALTO-VERDE,GOODTABITHA@HOTMAIL.COM
117,facultad latinoamericana de ciencias sociales,arquitectura,18-12-2020,cynthia,johnson,F,30-10-1949,,,ARATA,SIMPSONCOLIN@GMAIL.COM
118,facultad latinoamericana de ciencias sociales,licenciatura en gestión de agroalimentos,05-09-2020,jerry,perez,M,01-05-1992,,,BARRIO-CHAPADMALAL,UKNIGHT@HOTMAIL.COM
119,facultad latinoamericana de ciencias sociales,licenciatura en ciencias antropológicas,26-01-2021,sharon,kirby,F,08-10-1926,,,CAMPO-CARETTO,LAMBRYAN@HOTMAIL.COM
120,facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,08-09-2020,brian,todd,M,05-09-1960,,,AGUA-COLORADA,GABRIELLE96@GMAIL.COM
121,facultad latinoamericana de ciencias sociales,técnico para bioterios,18-01-2021,evan,vazquez,M,09-06-2007,,,ACEVEDO,AUDREY27@HOTMAIL.COM
122,facultad latinoamericana de ciencias sociales,arquitectura,03-01-2021,anne,taylor,F,06-09-2003,,,BARRIO-FERRI,MARK25@GMAIL.COM
123,facultad latinoamericana de ciencias sociales,contador público,10-11-2020,selena,blackwell,F,29-11-1962,,,CACHIRULO,SARAHHUNT@HOTMAIL.COM
124,facultad latinoamericana de ciencias sociales,medicina,03-10-2020,andrew,davis,M,19-06-1927,,,ARENAZA,GABRIELLEWIS@HOTMAIL.COM
125,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,10-10-2020,robin,webb,F,29-12-1972,,,FLORIDA,RICHARDSAUSTIN@HOTMAIL.COM
126,facultad latinoamericana de ciencias sociales,licenciatura en ciencias antropológicas,24-11-2020,erica,torres,F,20-06-1929,,,ACUÑA-CUE,LISA19@YAHOO.COM
127,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,05-11-2020,zachary,cole,M,30-11-1938,,,JUAN-MARIA-GUTIERREZ,AMANDAROBLES@HOTMAIL.COM
128,facultad latinoamericana de ciencias sociales,agronomía,18-10-2020,shannon,lopez,F,20-09-1995,,,CAMPO-CLUCELLAS,GREENKIMBERLY@GMAIL.COM
129,facultad latinoamericana de ciencias sociales,medicina,06-11-2020,edward,fritz,M,11-06-2007,,,CAMPO-YAGUARETE,YVONNE61@YAHOO.COM
130,facultad latinoamericana de ciencias sociales,actuario,26-12-2020,susan,gonzales,F,14-10-2012,,,CULLIN-MANZANO,KEVIN62@HOTMAIL.COM
131,facultad latinoamericana de ciencias sociales,licenciatura en artes,28-10-2020,erin,payne,F,17-04-1962,,,LA-CHILCA,LMARTIN@YAHOO.COM
132,facultad latinoamericana de ciencias sociales,contador público,29-09-2020,roy,miller,M,24-01-1981,,,2-DE-MAYO,JESSICAVANCE@YAHOO.COM
133,facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,09-12-2020,judy,robinson,F,24-03-1996,,,COOPER,DAVIDALLEN@GMAIL.COM
134,facultad latinoamericana de ciencias sociales,diseño de imagen y sonido,06-09-2020,gary,orozco,M,26-08-2013,,,CUARTEL-IV,BROWNJUAN@HOTMAIL.COM
135,facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,21-10-2020,caleb,davis,M,09-09-2013,,,BARRIENTOS,YNASH@GMAIL.COM
136,facultad latinoamericana de ciencias sociales,licenciatura en administración,15-12-2020,lisa,stevens,F,11-11-1927,,,ESTACION-GENERAL-ARENALES,LISASHERMAN@GMAIL.COM
137,facultad latinoamericana de ciencias sociales,farmacia,01-01-2021,tina,stewart,F,16-01-1940,,,GOBERNADOR-LANUSSE,NUNEZJENNIFER@GMAIL.COM
138,facultad latinoamericana de ciencias sociales,medicina,03-10-2020,tammy,pearson,F,08-01-2002,,,DEL-VISO,SANTIAGOABIGAIL@HOTMAIL.COM
139,facultad latinoamericana de ciencias sociales,ciencias veterinarias,20-11-2020,ricardo,woods,M,31-03-2006,,,LA-ISABEL,JCARROLL@HOTMAIL.COM
140,facultad latinoamericana de ciencias sociales,medicina,29-12-2020,leslie,gregory,F,01-12-1926,,,LIBERTAD,JULIE63@HOTMAIL.COM
141,facultad latinoamericana de ciencias sociales,ingeniería mecánica,26-10-2020,laurie,warren,F,01-12-1969,,,ARROYO-VEGA,MICHELE18@YAHOO.COM
142,facultad latinoamericana de ciencias sociales,licenciatura en psicología,11-01-2021,craig,hernandez,M,10-10-2019,,,COLONIA-DR-GDOR-UDAONDO,YCOLLINS@GMAIL.COM
143,facultad latinoamericana de ciencias sociales,licenciatura en psicología,25-09-2020,david,fields,M,05-06-1909,,,CAMPO-CASTRO,XMAYNARD@YAHOO.COM
144,facultad latinoamericana de ciencias sociales,licenciatura en ciencias antropológicas,21-01-2021,alexis,nicholson,M,30-03-1947,,,BAÑADITO-VIEJO,JENNIFERWILLIAMS@HOTMAIL.COM
145,facultad latinoamericana de ciencias sociales,arquitectura,12-12-2020,jennifer,rose,F,24-11-1999,,,DRABBLE,FELICIAVINCENT@YAHOO.COM
146,facultad latinoamericana de ciencias sociales,farmacia,16-10-2020,james,martinez,M,02-01-1944,,,ALGARROBO,MURRAYJASON@HOTMAIL.COM
147,facultad latinoamericana de ciencias sociales,ingeniería en informática,14-10-2020,meredith,hernandez,F,21-05-1916,,,ALTO-JAGUEL,LAURA95@YAHOO.COM
148,facultad latinoamericana de ciencias sociales,técnico para bioterios,12-10-2020,olivia,moore,F,18-04-1906,,,COSTA-DEL-RIO-AZUL,BAKERKATHERINE@GMAIL.COM
149,facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,16-09-2020,jessica,richards,F,08-11-2005,,,BUEN-PASTO,DKELLEY@GMAIL.COM
150,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,17-11-2020,lauren,garza,F,03-11-1962,,,ARRAYANAL,CSWANSON@GMAIL.COM
151,facultad latinoamericana de ciencias sociales,diseño industrial,15-11-2020,ashley,hernandez,F,01-04-1925,,,ARROYO-CARABALLO,ERINWEBB@HOTMAIL.COM
152,facultad latinoamericana de ciencias sociales,técnico para bioterios,20-12-2020,matthew,gutierrez,M,20-09-1996,,,EL-BRETE,ALEXANDER31@HOTMAIL.COM
153,facultad latinoamericana de ciencias sociales,diseño industrial,29-11-2020,mark,stanley,M,18-01-1951,,,PAGANCILLO,JEFFERY65@YAHOO.COM
154,facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,22-10-2020,christopher,bailey,M,31-01-1994,,,ISLA-LOS-LAURELES,SULLIVANSTACY@YAHOO.COM
155,facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,06-10-2020,heather,wiley,F,08-06-1996,,,AGUADA-DE-LAS-TEJAS,DENNISPEREZ@HOTMAIL.COM
156,facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,11-10-2020,christina,cline,F,10-04-1961,,,BAHIA-BUSTAMANTE,HERNANDEZTIMOTHY@GMAIL.COM
157,facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,14-01-2021,matthew,taylor,M,12-03-1969,,,3-DE-MAYO,SWRIGHT@HOTMAIL.COM
158,facultad latinoamericana de ciencias sociales,arquitectura,15-12-2020,ryan,garcia,M,21-02-1981,,,AGUA-BLANCA,LUNAJACK@HOTMAIL.COM
159,facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,05-01-2021,jordan,walters,M,01-05-1972,,,RANELAGH,MJOHNSON@YAHOO.COM
