,university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email
47,universidad nacional de río cuarto,diseño industrial,2020-10-17,teresa,howard,female,55,2344,achaval rodriguez,priscilla58@gmail.com
48,universidad nacional de río cuarto,arquitectura,2020-10-21,gabriela,lopez,female,74,3076,huanqueros,jesus71@gmail.com
49,universidad nacional de río cuarto,licenciatura en sociología,2020-12-24,jamie,jackson,female,33,2527,colonia san francisco,castrosamuel@yahoo.com
50,universidad nacional de río cuarto,licenciatura en sociología,2020-12-10,julia,williams,female,96,5549,agua de los manantiales,oreynolds@yahoo.com
51,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-10-03,zachary,russell,male,88,5519,alto de las arañas,gilmorepaul@yahoo.com
52,universidad nacional de río cuarto,arquitectura,2020-11-18,samuel,leon,male,3,8536,chipauquil,greensteven@yahoo.com
53,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2020-10-24,allen,foster,male,85,5266,chichagasta,xatkins@yahoo.com
54,universidad nacional de río cuarto,licenciatura en ciencias de la educación,2020-10-20,james,andersen,male,25,6437,alamos,rachelcobb@yahoo.com
55,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-12-03,jennifer,deleon,female,99,8328,allen,medinapeggy@gmail.com
56,universidad nacional de río cuarto,bioquímica,2020-10-28,david,stephenson,male,9,3366,almirante brown,smorris@gmail.com
57,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2020-12-17,amanda,ramos,female,2,2405,colonia cello,jamesburton@yahoo.com
58,universidad nacional de río cuarto,técnico para bioterios,2020-09-12,dawn,cruz,female,61,1890,juan maria gutierrez,phelpssarah@yahoo.com
59,universidad nacional de río cuarto,licenciatura en ciencias biológicas,2020-12-13,clinton,jimenez,male,26,4603,catamontaña,ryan68@hotmail.com
60,universidad nacional de río cuarto,ingeniería mecánica,2020-12-24,kendra,gonzalez,female,75,2246,barrancas,xnoble@gmail.com
61,universidad nacional de río cuarto,arquitectura,2020-11-10,kevin,mckinney,male,78,2200,las quintas,tuckermelissa@yahoo.com
62,universidad nacional de río cuarto,medicina,2020-09-21,alicia,martin,female,27,4115,agua azul,bwheeler@gmail.com
63,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2020-10-01,lisa,caldwell,female,10,3465,arroyo casco,ucruz@yahoo.com
64,universidad nacional de río cuarto,licenciatura en artes,2020-10-29,amy,thomas,female,97,7400,barrio la luisa,sharris@hotmail.com
65,universidad nacional de río cuarto,licenciatura en ciencia política,2020-10-26,anne,perry,female,14,5620,el juncalito,tannermiller@gmail.com
66,universidad nacional de río cuarto,ingeniería mecánica,2020-10-24,jennifer,scott,female,76,5363,anguinan,richard31@hotmail.com
67,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-09-05,ryan,jenkins,male,32,8363,colonia josefa,nathan34@yahoo.com
68,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2021-01-12,amanda,garrison,female,14,7112,aguas verdes,catherinehunter@gmail.com
69,universidad nacional de río cuarto,licenciatura en ciencia política,2020-12-05,tara,hodges,female,86,2317,casablanca,erobinson@hotmail.com
70,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2020-11-03,thomas,molina,male,101,8322,cutral co,yburton@yahoo.com
71,universidad nacional de río cuarto,contador público,2020-10-15,travis,lawson,male,33,5873,isla,vanessasanchez@yahoo.com
72,universidad nacional de río cuarto,ingeniería electrónica,2020-10-30,travis,williams,male,5,3337,adolfo j pomar,rileykevin@yahoo.com
73,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2021-01-28,marissa,marshall,female,95,3453,ifran,turnerzachary@yahoo.com
74,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2020-12-25,susan,singleton,female,33,6077,encina,amanda37@gmail.com
75,universidad nacional de río cuarto,ingeniería en informática,2020-11-02,michelle,allen,female,7,5595,cupiles,justin70@yahoo.com
76,universidad nacional de río cuarto,licenciatura en administración,2020-11-17,cheryl,randolph,female,65,5403,barrialitos,cookdylan@gmail.com
77,universidad nacional de río cuarto,licenciatura en relaciones del trabajo,2020-12-19,william,daniel,male,50,3363,25 de mayo,alejandromccall@yahoo.com
78,universidad nacional de río cuarto,licenciatura en artes,2020-10-11,ian,thomas,male,54,9301,el chalten,clong@hotmail.com
79,universidad nacional de río cuarto,licenciatura en planificación y diseño del paisaje,2020-11-05,james,reynolds,male,40,7161,labarden,laurieyoung@hotmail.com
80,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2020-09-19,david,ochoa,male,56,3524,el campamento,millerrobert@gmail.com
81,universidad nacional de río cuarto,diseño industrial,2021-01-11,sara,porter,female,93,6323,algarrobo del aguila,valeriejimenez@gmail.com
82,universidad nacional de río cuarto,ingeniería electrónica,2021-01-18,nicole,smith,female,75,3380,9 de julio kilometro 20,richardsonphilip@gmail.com
83,universidad nacional de río cuarto,diseño de imagen y sonido,2020-11-20,mary,hernandez,female,35,3572,campo garabato,gsalas@hotmail.com
84,universidad nacional de río cuarto,licenciatura en musicoterapia,2020-10-02,joseph,wright,male,8,2639,berabevu,martinezsarah@gmail.com
85,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2020-12-01,lori,richmond,female,88,7509,oriente,thomaswilliamson@gmail.com
86,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2020-10-09,thomas,hall,male,3,3705,10 de mayo,michaelallen@hotmail.com
87,universidad nacional de río cuarto,ingeniería en informática,2021-01-16,julia,thomas,female,86,3187,atencio,chavezlaura@hotmail.com
88,universidad nacional de río cuarto,diseño de imagen y sonido,2020-11-29,danielle,ramos,female,48,9009,cañadon lagarto,michaelgardner@gmail.com
89,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2021-01-04,kyle,williams,male,3,3540,avanzada,taylorjames@hotmail.com
90,universidad nacional de río cuarto,agronomía,2020-11-12,daniel,jones,male,26,8503,chocori,rodriguezcorey@yahoo.com
91,universidad nacional de río cuarto,ciencias veterinarias,2020-09-06,rebecca,reilly,female,39,2441,crispi,zvillegas@gmail.com
92,universidad nacional de río cuarto,ingeniería electrónica,2020-09-13,anna,gray,female,67,4134,acheral,xelliott@yahoo.com
93,universidad nacional de río cuarto,licenciatura en psicología,2020-09-04,lindsey,oliver,female,5,9210,cuesta del ternero,hansondanny@hotmail.com
94,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2021-01-29,tara,kemp,female,10,3440,barrio villa cordoba,keithlynch@gmail.com
95,universidad nacional de río cuarto,licenciatura en sociología,2021-01-15,crystal,cameron,female,36,3032,nelson,leejames@gmail.com
96,universidad nacional de río cuarto,agronomía,2020-09-07,holly,contreras,female,101,7609,balneario la caleta,osbornjacqueline@gmail.com
97,universidad nacional de río cuarto,ciencias veterinarias,2020-11-04,troy,brown,male,96,6053,el peregrino,fvilla@hotmail.com
98,universidad nacional de río cuarto,licenciatura en sociología,2020-12-15,samantha,lewis,female,71,4195,7 de abril,mariahcampbell@yahoo.com
99,universidad nacional de río cuarto,contador público,2020-12-14,jeremy,sweeney,male,53,4119,agua colorada,ngibbs@gmail.com
100,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2020-09-06,joseph,phillips,male,19,4713,ocho vados,josephbanks@gmail.com
101,universidad nacional de río cuarto,diseño de imagen y sonido,2020-09-08,william,smith,male,86,7515,claudio c molina,estevenson@gmail.com
102,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2020-12-21,amanda,lawson,female,21,3445,9 de julio,jeffrey85@yahoo.com
103,universidad nacional de río cuarto,diseño de imagen y sonido,2020-09-23,andrew,webster,male,28,3134,antonio tomas sud,vwalker@yahoo.com
104,universidad nacional de río cuarto,ciencias veterinarias,2020-10-24,mary,summers,female,79,5590,adrian maturano,qterry@hotmail.com
105,universidad nacional de río cuarto,licenciatura en planificación y diseño del paisaje,2020-10-24,patricia,wallace,female,54,7535,pontaut,amy04@gmail.com
106,universidad nacional de río cuarto,licenciatura en sociología,2020-11-11,audrey,davis,female,5,5333,banda de lucero,williamscorey@gmail.com
107,universidad nacional de río cuarto,bioquímica,2020-09-02,nicholas,martin,male,4,3532,curandu,clarkejonathan@gmail.com
108,universidad nacional de río cuarto,medicina,2020-09-25,ricky,owens,male,89,5722,acasape,lbarton@hotmail.com
109,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2020-10-30,gail,skinner,female,64,3050,calchaqui,william90@gmail.com
110,universidad nacional de río cuarto,diseño industrial,2020-09-02,devon,jones,male,84,1865,el pampero,asanchez@yahoo.com
111,universidad nacional de río cuarto,licenciatura en psicología,2021-01-11,jeremy,washington,male,69,5353,el zapallar,robinsonjennifer@gmail.com
112,universidad nacional de río cuarto,licenciatura en sociología,2020-10-22,brittney,parks,female,25,1633,empalme,william86@yahoo.com
113,universidad nacional de río cuarto,diseño de imagen y sonido,2020-09-21,laura,bruce,female,48,3061,antonio pini,brittneymurphy@gmail.com
114,universidad nacional de río cuarto,diseño de imagen y sonido,2021-01-28,jennifer,wallace,female,57,6455,carlos tejedor,wwilliams@gmail.com
115,universidad nacional de río cuarto,diseño de imagen y sonido,2020-10-08,jessica,gentry,female,85,5411,la legua,samantha83@yahoo.com
116,universidad nacional de río cuarto,agronomía,2020-11-26,jose,lopez,male,25,4157,arroyo mal paso,cartercarolyn@gmail.com
117,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2020-10-18,jose,jordan,male,28,1663,muñiz,lcampbell@gmail.com
118,universidad nacional de río cuarto,contador público,2020-10-26,raymond,hensley,male,81,6106,aaron castellanos,mjones@yahoo.com
119,universidad nacional de río cuarto,ingeniería en informática,2020-10-24,christopher,steele,male,3,9017,cameron,jose87@yahoo.com
120,universidad nacional de río cuarto,ingeniería mecánica,2021-01-23,sharon,hernandez,female,21,3454,bañado san antonio,jonescatherine@hotmail.com
121,universidad nacional de río cuarto,licenciatura en artes,2020-12-08,nicholas,torres,male,6,3346,bacacay,kim36@hotmail.com
122,universidad nacional de río cuarto,diseño de imagen y sonido,2020-10-16,anna,le,female,44,3524,el campamento,christinapalmer@yahoo.com
123,universidad nacional de río cuarto,contador público,2020-09-30,jessica,dyer,female,49,8214,colonia cazaux,alexandra15@hotmail.com
124,universidad nacional de río cuarto,agronomía,2020-09-05,aaron,strong,male,42,5503,paso de los andes,briansanders@gmail.com
125,universidad nacional de río cuarto,licenciatura en relaciones del trabajo,2020-09-25,jennifer,sanders,female,21,2717,acevedo,erin58@yahoo.com
126,universidad nacional de río cuarto,ciencias veterinarias,2021-01-30,david,archer,male,77,7503,cristiano muerto,penaamy@gmail.com
127,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2020-09-24,meghan,grimes,female,10,3052,cañadita,hthomas@gmail.com
128,universidad nacional de río cuarto,licenciatura en ciencias biológicas,2020-11-01,patrick,dunn,male,85,2741,el retiro,jennifer08@yahoo.com
129,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2020-09-19,nathaniel,shelton,male,61,6235,villa sauce,parkskatherine@hotmail.com
130,universidad nacional de río cuarto,contador público,2020-09-11,nicole,meyer,female,7,2311,adolfo alsina,jkhan@hotmail.com
131,universidad nacional de río cuarto,licenciatura en artes,2020-09-25,darlene,hicks,female,9,7601,barrio batan,henrykatherine@gmail.com
132,universidad nacional de río cuarto,licenciatura en administración,2020-11-18,steven,randolph,male,6,4107,aconquija,melaniecraig@hotmail.com
133,universidad nacional de río cuarto,licenciatura en sociología,2021-01-31,leslie,brooks,female,2,6627,achupallas,bettymyers@hotmail.com
134,universidad nacional de río cuarto,licenciatura en administración,2020-10-31,anthony,skinner,male,91,2918,empalme villa constitucion,vjones@gmail.com
135,universidad nacional de río cuarto,ciencias veterinarias,2020-12-09,adam,jacobs,male,40,1611,don torcuato,josephhess@gmail.com
136,universidad nacional de río cuarto,ciencias veterinarias,2020-10-22,brandi,wood,female,51,6533,alfredo demarchi,christopher82@gmail.com
137,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-12-24,maria,lee,female,91,5763,general urquiza,deborah84@hotmail.com
138,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-10-29,jonathan,hayes,male,37,4500,alto del saladillo,tnelson@yahoo.com
139,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2020-09-16,joseph,bishop,male,78,2449,avena,john36@yahoo.com
140,universidad nacional de río cuarto,licenciatura en musicoterapia,2021-01-17,joshua,bauer,male,54,2533,los cardos,xbrown@yahoo.com
141,universidad nacional de río cuarto,ingeniería electrónica,2020-09-30,john,taylor,male,18,6703,alastuey,carolyn02@hotmail.com
142,universidad nacional de río cuarto,licenciatura en sociología,2020-10-07,francisco,bishop,male,46,3708,concepcion del bermejo,lallen@hotmail.com
143,universidad nacional de río cuarto,bioquímica,2020-11-10,joshua,allen,male,59,4195,7 de abril,thomassuzanne@gmail.com
144,universidad nacional de río cuarto,técnico para bioterios,2020-10-20,marcus,kidd,male,33,3580,kilometro 408,stephenkelley@gmail.com
145,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2020-12-02,dawn,williamson,female,68,7548,cura malal,wilsonkrystal@yahoo.com
146,universidad nacional de río cuarto,licenciatura en psicología,2020-11-17,eileen,lewis,female,101,5545,agua de diaz,smarks@hotmail.com
147,universidad nacional de río cuarto,licenciatura en ciencias de la educación,2020-10-03,mary,smith,female,10,1822,valentin alsina,davidlawrence@yahoo.com
148,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-10-17,christine,gomez,female,59,4155,cevil grande,xtran@yahoo.com
149,universidad nacional de río cuarto,bioquímica,2020-12-08,richard,robinson,male,12,3054,colonia la negra,gholland@gmail.com
150,universidad nacional de río cuarto,agronomía,2020-10-13,alexander,thompson,male,12,7600,barrio emir ramon juarez,sferrell@yahoo.com
151,universidad nacional de río cuarto,licenciatura en ciencia política,2020-11-12,angelica,richards,female,77,7160,la union,vstevenson@hotmail.com
152,universidad nacional de río cuarto,farmacia,2020-10-16,trevor,williams,male,99,3158,20 de septiembre,epace@yahoo.com
153,universidad nacional de río cuarto,ingeniería en informática,2020-12-04,jennifer,woods,female,64,5505,carbometal,qanderson@hotmail.com
154,universidad nacional de río cuarto,licenciatura en psicología,2020-11-21,samantha,carter,female,96,8206,colonia españa,daniel86@yahoo.com
155,universidad nacional de río cuarto,diseño industrial,2021-02-01,angel,romero,female,9,4119,agua colorada,ericclark@yahoo.com
156,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2021-01-14,edwin,sparks,male,42,1881,san francisco solano,wilsonmichelle@hotmail.com
157,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2021-01-03,crystal,montgomery,female,13,1771,mercado central,johnsonapril@gmail.com
158,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-10-22,catherine,watson,female,25,5384,punta de los llanos,pbenson@yahoo.com
159,universidad nacional de río cuarto,ingeniería en informática,2020-10-11,nathaniel,coleman,male,39,5304,el tala,shill@gmail.com
160,universidad nacional de río cuarto,ciencias veterinarias,2020-12-24,ryan,wilson,male,66,5731,alfaland,ebrooks@gmail.com
161,universidad nacional de río cuarto,licenciatura en musicoterapia,2020-11-24,cassandra,gallegos,female,15,2622,maggiolo,jordannicholas@hotmail.com
162,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2020-09-18,michael,osborne,male,75,3017,bajo las tunas,david78@gmail.com
163,universidad nacional de río cuarto,licenciatura en relaciones del trabajo,2021-01-16,amy,gaines,female,33,6439,bonifacio,ehansen@hotmail.com
164,universidad nacional de río cuarto,licenciatura en ciencias de la educación,2020-09-08,rebecca,frederick,female,31,5465,baños pismanta,ritaanderson@yahoo.com
165,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2020-09-21,lisa,reyes,female,94,5333,banda de lucero,jenniferhiggins@yahoo.com
166,universidad nacional de río cuarto,licenciatura en administración,2021-01-06,eric,nash,male,95,3027,la pelada,xclark@hotmail.com
167,universidad nacional de río cuarto,ingeniería electrónica,2020-11-02,jose,walker,male,6,8154,calvo,merrittkatie@yahoo.com
168,universidad nacional de río cuarto,licenciatura en artes,2020-09-23,jay,webster,male,101,7007,caminera napaleofu,eweiss@yahoo.com
169,universidad nacional de río cuarto,licenciatura en relaciones del trabajo,2020-11-23,aaron,olsen,male,16,4506,alegria,hayley57@yahoo.com
170,universidad nacional de río cuarto,medicina,2020-11-05,valerie,henry,female,31,8349,aguas de las mulas,juanmora@yahoo.com
171,universidad nacional de río cuarto,ingeniería en informática,2020-09-20,corey,parks,male,72,1891,ingeniero allan,fochoa@yahoo.com
172,universidad nacional de río cuarto,bioquímica,2020-10-29,ronald,jackson,male,9,4618,abra de pives,scottfletcher@hotmail.com
173,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-12-06,jeffrey,vasquez,male,24,4500,alto del saladillo,benjaminbullock@hotmail.com
174,universidad nacional de río cuarto,licenciatura en musicoterapia,2021-01-23,bryan,johnson,male,38,3014,angel gallardo,robertgomez@yahoo.com
175,universidad nacional de río cuarto,diseño de imagen y sonido,2020-12-22,shannon,guerrero,female,16,6307,colonia la oracion,freynolds@gmail.com
176,universidad nacional de río cuarto,técnico para bioterios,2020-12-10,elizabeth,wong,female,26,6205,el guanaco,timothy50@gmail.com
177,universidad nacional de río cuarto,diseño de imagen y sonido,2021-01-06,michael,parker,male,4,3414,abra,jordangavin@hotmail.com
178,universidad nacional de río cuarto,contador público,2020-09-14,sean,burke,male,3,2136,san geronimo,jennifer35@yahoo.com
179,universidad nacional de río cuarto,agronomía,2021-01-04,kyle,graham,male,101,5331,andalucia,dillonbutler@yahoo.com
180,universidad nacional de río cuarto,farmacia,2021-01-27,pamela,lara,female,98,6608,agote,mason49@hotmail.com
181,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2021-01-17,laura,fields,female,55,3164,colonia rivas,julie88@yahoo.com
182,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-10-23,shane,smith,male,12,2105,cañada rica,joseph95@yahoo.com
183,universidad nacional de río cuarto,agronomía,2021-01-02,robin,olson,female,47,1907,el pino,amanda83@yahoo.com
184,universidad nacional de río cuarto,ingeniería mecánica,2020-09-25,martha,ferguson,female,42,8170,abra de hinojo,davidwebster@hotmail.com
185,universidad nacional de río cuarto,licenciatura en ciencias biológicas,2020-12-24,april,martin,female,26,3433,carrizal norte,carolynsweeney@yahoo.com
186,universidad nacional de río cuarto,licenciatura en ciencias biológicas,2021-01-02,justin,knight,male,82,2121,perez,millerwendy@yahoo.com
187,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-12-22,christina,welch,female,16,2639,berabevu,cochranstephen@hotmail.com
188,universidad nacional de río cuarto,licenciatura en administración,2021-01-17,brett,dominguez,male,34,2741,el retiro,cgutierrez@gmail.com
189,universidad nacional de río cuarto,licenciatura en artes,2021-01-20,elizabeth,rowland,female,72,4135,caspinchango,sean73@gmail.com
190,universidad nacional de río cuarto,licenciatura en musicoterapia,2020-11-15,scott,weaver,male,41,5351,banda florida,kathysmith@hotmail.com
191,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2020-11-18,katherine,lowe,female,13,1642,san isidro,autumnrobinson@gmail.com
192,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2020-11-07,elizabeth,jones,female,6,5717,el pimpollo,obecker@hotmail.com
193,universidad nacional de río cuarto,licenciatura en relaciones del trabajo,2020-12-02,paul,bishop,male,3,2138,carcaraña,coreyadams@yahoo.com
194,universidad nacional de río cuarto,licenciatura en ciencias biológicas,2020-09-18,ian,west,male,14,5711,angelita,stephanie32@yahoo.com
195,universidad nacional de río cuarto,contador público,2020-10-03,angie,hoffman,female,37,3112,colonia loma negra,zdavis@hotmail.com
196,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2020-11-18,ashley,williams,female,10,6051,ingeniero balbin,elizabethjimenez@gmail.com
197,universidad nacional de río cuarto,ingeniería en informática,2020-11-11,michael,williams,male,78,3503,barranqueras,jameswatson@hotmail.com
198,universidad nacional de río cuarto,bioquímica,2020-12-31,john,charles,male,40,3232,cabred,jasonbarber@gmail.com
199,universidad nacional de río cuarto,licenciatura en artes,2020-09-07,brandon,smith,male,5,3364,2 de mayo,tammy56@hotmail.com
200,universidad nacional de río cuarto,licenciatura en artes,2021-01-27,james,humphrey,male,76,1834,temperley,kimjames@gmail.com
201,universidad nacional de río cuarto,licenciatura en artes,2020-10-16,angel,hansen,female,5,7169,juancho,michael45@yahoo.com
202,universidad nacional de río cuarto,licenciatura en sociología,2020-12-13,john,henderson,male,56,1925,destileria fiscal,larrymiller@hotmail.com
203,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-12-30,taylor,shepard,female,31,3338,17 de agosto,jennifer33@gmail.com
204,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2020-11-10,heidi,pope,female,50,1716,libertad,valerie14@yahoo.com
205,universidad nacional de río cuarto,arquitectura,2020-09-01,william,watkins,male,68,3269,arroyo baru,brittany64@gmail.com
206,universidad nacional de río cuarto,licenciatura en ciencia política,2020-11-15,daniel,hunt,male,22,7208,coronel boerr,riosrichard@yahoo.com
207,universidad nacional de río cuarto,técnico para bioterios,2020-09-18,rick,bell,male,9,3118,centro comunitario cnia nue,emiller@yahoo.com
208,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2020-12-06,terry,harris,male,29,5711,angelita,elizabethroberts@gmail.com
