university	career	inscription_date	first_name	gender	age	postal_code	location	email
universidad nacional de villa maría	licenciatura en gestión de agroalimentos	24-Mar-20	alexandria rodriguez	female	21	6703	ALASTUEY	montgomerymelissa@hotmail.com
universidad nacional de villa maría	diseño de imagen y sonido	10-Feb-20	lauren taylor	female	22	6703	ALASTUEY	kempjames@yahoo.com
universidad nacional de villa maría	licenciatura en ciencias geológicas	26-Apr-20	timothy gordon	male	21	7633	MAORI	marissa19@hotmail.com
universidad nacional de villa maría	arquitectura	19-Jul-20	dr jennifer thomas	female	21	7633	MAORI	micheletaylor@hotmail.com
universidad nacional de villa maría	medicina	15-Jul-20	sarah dalton	female	21	7633	MAORI	katherinethompson@gmail.com
universidad nacional de villa maría	contador público	11-Jun-20	christina rogers	female	21	7633	MAORI	watkinschristine@gmail.com
universidad nacional de villa maría	actuario	04-Jun-20	justin shelton	male	21	7633	MAORI	uhughes@hotmail.com
universidad nacional de villa maría	farmacia	11-Dec-19	jacqueline jackson	female	21	5343	LAVALLE	brianna72@yahoo.com
universidad nacional de villa maría	licenciatura en ciencias de la computación	09-Feb-20	joseph lewis	male	21	5343	LAVALLE	waltonjessica@yahoo.com
universidad nacional de villa maría	licenciatura en planificación y diseño del paisaje	27-Mar-20	james hernandez	male	21	5343	LAVALLE	benjaminreyes@yahoo.com
universidad nacional de villa maría	contador público	24-Nov-19	sherri harris	female	26	5343	LAVALLE	youngthomas@yahoo.com
universidad nacional de villa maría	farmacia	19-Dec-19	pamela lee	female	36	5343	LAVALLE	crodriguez@gmail.com
universidad nacional de villa maría	ingeniería en informática	28-Dec-19	cory clark	male	21	5319	COLPES	suzanne00@hotmail.com
universidad nacional de villa maría	licenciatura en musicoterapia	20-Oct-19	amanda mata	female	21	5319	COLPES	michaelberg@gmail.com
universidad nacional de villa maría	licenciatura en musicoterapia	25-Oct-19	jeffrey wilson	male	21	5319	COLPES	austinwilliams@gmail.com
universidad nacional de villa maría	licenciatura en ciencias geológicas	30-Jul-20	stephanie mcbride	female	22	5319	COLPES	cwillis@hotmail.com
universidad nacional de villa maría	diseño de imagen y sonido	28-May-20	scott nelson	male	21	1875	WILDE	cynthia44@gmail.com
universidad nacional de villa maría	bioquímica	25-Feb-20	 joel ortiz	male	21	1875	WILDE	taylorjarvis@hotmail.com
universidad nacional de villa maría	arquitectura	19-Nov-19	katherine gray	female	32	1875	WILDE	john03@gmail.com
universidad nacional de villa maría	licenciatura en administración	01-May-20	jessica thomas	female	46	1875	WILDE	ostewart@yahoo.com
universidad nacional de villa maría	licenciatura en planificación y diseño del paisaje	18-Jul-20	erika branch	female	21	1875	WILDE	wbarnes@gmail.com
universidad nacional de villa maría	licenciatura en planificación y diseño del paisaje	16-Mar-20	jasmine leblanc	female	21	8370	CAMINERA	jonesjohn@hotmail.com
universidad nacional de villa maría	ciencias veterinarias	09-Dec-19	robert williaon	male	21	8370	CAMINERA	brittanytaylor@hotmail.com
universidad nacional de villa maría	licenciatura en relaciones del trabajo	06-Oct-19	christine garrett	female	36	8370	CAMINERA	brittanywolfe@gmail.com
universidad nacional de villa maría	licenciatura en ciencias geológicas	19-Jun-20	ariana mendoza	female	21	1644	VICTORIA	cuevaslori@hotmail.com
universidad nacional de villa maría	licenciatura en ciencia y tecnología de alimentos	19-Nov-19	susan davenport	female	21	1644	VICTORIA	butleraaron@gmail.com
universidad nacional de villa maría	ingeniería electrónica	14-Jun-20	yvonne vasquez	female	21	5386	AMANA	marygriffith@hotmail.com
universidad nacional de villa maría	licenciatura en musicoterapia	18-Jun-20	brian stanley	male	21	5306	CARRIZAL	patriciajones@hotmail.com
universidad nacional de villa maría	licenciatura en ciencias de la computación	15-Jun-20	linda walker	female	21	5306	CARRIZAL	linda51@yahoo.com
universidad nacional de villa maría	licenciatura en producción de bioimagenes	17-Oct-19	elizabeth brown	female	21	5306	CARRIZAL	patricia18@hotmail.com
universidad nacional de villa maría	agronomía	07-Oct-19	christina george	female	21	6734	RAWSON	npope@yahoo.com
universidad nacional de villa maría	actuario	01-Nov-19	mark everett	male	41	6734	RAWSON	brent84@hotmail.com
universidad nacional de villa maría	farmacia	08-Dec-19	susan myers	female	21	6734	RAWSON	brandon45@hotmail.com
universidad nacional de villa maría	diseño industrial	25-Feb-20	joseph coleman	male	48	6734	RAWSON	alex86@yahoo.com
universidad nacional de villa maría	licenciatura en relaciones del trabajo	10-Jul-20	judy butler	female	21	6734	RAWSON	benjamingonzalez@hotmail.com
universidad nacional de villa maría	licenciatura en ciencias geológicas	21-Mar-20	joseph morales	male	21	7203	CHAPALEUFU	austinlee@gmail.com
universidad nacional de villa maría	licenciatura en ciencias biológicas	08-Feb-20	michael hill	male	26	7203	CHAPALEUFU	kimberly05@hotmail.com
universidad nacional de villa maría	licenciatura en relaciones del trabajo	23-Feb-20	erin soto	female	21	7203	CHAPALEUFU	isabella61@gmail.com
universidad nacional de villa maría	farmacia	24-Jan-20	matthew kelly	male	21	7203	CHAPALEUFU	qlewis@hotmail.com
universidad nacional de villa maría	licenciatura en sociología	22-Jul-20	dawn hogan	female	21	6075	ARENAZA	ccastillo@hotmail.com
universidad nacional de villa maría	licenciatura en ciencias de la educación	10-Jul-20	matthew barnes	male	21	6075	ARENAZA	nolsen@gmail.com
universidad nacional de villa maría	licenciatura en ciencias ambientales	28-Jun-20	dana jackson	female	21	1706	HAEDO	kperkins@yahoo.com
universidad nacional de villa maría	diseño de imagen y sonido	02-Jan-20	sarah mcmillan dvm	female	46	1706	HAEDO	bishopashlee@hotmail.com
universidad nacional de villa maría	medicina	31-Jul-20	cynthia booth	female	21	5310	AIMOGASTA	liuscott@yahoo.com
universidad nacional de villa maría	licenciatura en ciencias geológicas	31-Mar-20	michael walsh	male	50	5310	AIMOGASTA	duncanjames@yahoo.com
universidad nacional de villa maría	actuario	03-Dec-19	james munoz	male	39	5310	AIMOGASTA	nlucero@yahoo.com
universidad nacional de villa maría	licenciatura en ciencias antropológicas	17-Dec-19	james davila	male	46	5310	AIMOGASTA	jennifer54@hotmail.com
universidad nacional de villa maría	ingeniería mecánica	13-Jun-20	mary castillo	female	21	5310	AIMOGASTA	mirandawright@yahoo.com
universidad nacional de villa maría	licenciatura en terapia ocupacional	16-Dec-19	thomas green	male	41	5310	AIMOGASTA	khunt@yahoo.com
universidad nacional de villa maría	ingeniería en informática	10-Jun-20	alicia schultz	female	21	3048	ANGELONI	ericmeyers@hotmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	26-Mar-20	joseph hall	male	21	3048	ANGELONI	jensendouglas@hotmail.com
universidad nacional de villa maría	medicina	14-Feb-20	ashley rose	female	40	7009	IRAOLA	sotoangel@gmail.com
universidad nacional de villa maría	licenciatura en ciencias antropológicas	07-Jan-20	ann ross	female	21	8187	BORDENAVE	mahoneyshannon@hotmail.com
universidad nacional de villa maría	contador público	29-May-20	carlos franklin	male	21	8187	BORDENAVE	boothraymond@gmail.com
universidad nacional de villa maría	licenciatura en ciencias biológicas	14-Mar-20	holly copeland dvm	female	21	8187	BORDENAVE	kaylacooper@hotmail.com
universidad nacional de villa maría	bioquímica	14-Mar-20	martin anderson	male	21	4632	ANTUMPA	jross@gmail.com
universidad nacional de villa maría	licenciatura en ciencias ambientales	01-Apr-20	nathan cline	male	21	4632	ANTUMPA	jenniferjohnston@hotmail.com
universidad nacional de villa maría	ciencias veterinarias	02-Nov-19	katelyn waters	female	21	4632	ANTUMPA	tina16@gmail.com
universidad nacional de villa maría	licenciatura en ciencias de la computación	28-Apr-20	tina cunningham	female	22	4632	ANTUMPA	vanessa53@gmail.com
universidad nacional de villa maría	ingeniería electrónica	21-Dec-19	bradley salazar	male	47	4632	ANTUMPA	tara47@hotmail.com
universidad nacional de villa maría	licenciatura en gestión de agroalimentos	05-Dec-19	joshua willia	male	20	5403	BARRIALITOS	cody57@gmail.com
universidad nacional de villa maría	ingeniería en informática	07-Jun-20	william jackson	male	21	5403	BARRIALITOS	william94@yahoo.com
universidad nacional de villa maría	arquitectura	28-Jul-20	kathleen delgado	female	31	5403	BARRIALITOS	mary85@hotmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	21-Jul-20	michelle harris	female	21	5403	BARRIALITOS	velezterri@hotmail.com
universidad nacional de villa maría	licenciatura en producción de bioimagenes	08-Nov-19	jessica stafford	female	21	5403	BARRIALITOS	bdavis@yahoo.com
universidad nacional de villa maría	licenciatura en producción de bioimagenes	27-Feb-20	sean bowers	male	49	5403	BARRIALITOS	dennisprice@hotmail.com
universidad nacional de villa maría	técnico para bioterios	26-May-20	michael smith	male	21	3355	ARRECHEA	edgar55@hotmail.com
universidad nacional de villa maría	farmacia	05-Mar-20	jessica johnson	female	21	8138	ANZOATEGUI	mbrown@gmail.com
universidad nacional de villa maría	licenciatura en administración	23-May-20	chris floyd	male	21	8138	ANZOATEGUI	craigferguson@yahoo.com
universidad nacional de villa maría	arquitectura	27-Jan-20	brittany avila	female	37	8138	ANZOATEGUI	timothy66@yahoo.com
universidad nacional de villa maría	diseño industrial	25-May-20	melissa weber	female	21	8138	ANZOATEGUI	hcurtis@gmail.com
universidad nacional de villa maría	contador público	02-Mar-20	justin hurst	male	21	8138	ANZOATEGUI	jasonbrooks@hotmail.com
universidad nacional de villa maría	medicina	25-Apr-20	michelle norman	female	21	6339	CAILOMUTA	icarr@hotmail.com
universidad nacional de villa maría	licenciatura en psicología	07-Apr-20	reginald willia	male	30	6339	CAILOMUTA	changgeorge@yahoo.com
universidad nacional de villa maría	diseño de imagen y sonido	25-Feb-20	eric young	male	40	7406	ALDECON	jenna03@hotmail.com
universidad nacional de villa maría	licenciatura en planificación y diseño del paisaje	04-Feb-20	james holden	male	21	7406	ALDECON	ipowell@gmail.com
universidad nacional de villa maría	diseño de imagen y sonido	20-Jan-20	james garcia	male	21	7406	ALDECON	hross@yahoo.com
universidad nacional de villa maría	diseño de imagen y sonido	24-Mar-20	allen manning	male	21	8154	CALVO	david77@hotmail.com
universidad nacional de villa maría	licenciatura en ciencias biológicas	04-May-20	brooke bell	female	21	5264	ANGELINA	zdawson@yahoo.com
universidad nacional de villa maría	licenciatura en ciencias de la educación	25-Jul-20	linda clark	female	19	5264	ANGELINA	ortizlaura@hotmail.com
universidad nacional de villa maría	ingeniería en informática	29-Jul-20	anna ramos	female	47	6443	ARANO	bryan80@hotmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	29-Jan-20	rodney lee	male	21	6443	ARANO	tiffanyroberts@yahoo.com
universidad nacional de villa maría	licenciatura en planificación y diseño del paisaje	05-Dec-19	robert snyder	male	20	6443	ARANO	jason26@yahoo.com
universidad nacional de villa maría	arquitectura	11-Jul-20	david martinez	male	21	6443	ARANO	garrett00@yahoo.com
universidad nacional de villa maría	ciencias veterinarias	23-Nov-19	karina malone	female	21	2126	ALVEAR	douglasreed@yahoo.com
universidad nacional de villa maría	licenciatura en ciencia política	04-Apr-20	sarah david	female	21	2126	ALVEAR	michaelowens@yahoo.com
universidad nacional de villa maría	ingeniería mecánica	31-Oct-19	kathryn reese	female	21	4413	CATUA	jacksonlisa@yahoo.com
universidad nacional de villa maría	agronomía	22-Mar-20	john garcia	male	19	4413	CATUA	scottrichard@gmail.com
universidad nacional de villa maría	licenciatura en artes	01-Jul-20	mary willia	female	37	4413	CATUA	jennifermoreno@yahoo.com
universidad nacional de villa maría	ingeniería en informática	07-Apr-20	alan fry	male	21	4413	CATUA	ythompson@yahoo.com
universidad nacional de villa maría	ingeniería mecánica	13-May-20	matthew white	male	21	4413	CATUA	cbell@gmail.com
universidad nacional de villa maría	licenciatura en ciencias ambientales	22-Jun-20	david haynes	male	36	4413	CATUA	deborahmerritt@yahoo.com
universidad nacional de villa maría	licenciatura en gestión de agroalimentos	17-May-20	nicole stone	female	36	3514	CACUI	freemanmargaret@gmail.com
universidad nacional de villa maría	ciencias veterinarias	04-Nov-19	gregory smith	male	22	3514	CACUI	reginapierce@hotmail.com
universidad nacional de villa maría	farmacia	14-Mar-20	charles jones	male	46	3514	CACUI	oanderson@gmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	31-Mar-20	savannah knight	female	21	3514	CACUI	hdavis@yahoo.com
universidad nacional de villa maría	diseño de imagen y sonido	02-Mar-20	angela sanders	female	47	3514	CACUI	znorris@hotmail.com
universidad nacional de villa maría	ingeniería electrónica	27-Nov-19	patricia walters	female	21	1605	CARAPACHAY	lewisantonio@hotmail.com
universidad nacional de villa maría	licenciatura en administración	09-Feb-20	thomas warner	male	34	1605	CARAPACHAY	tamarachandler@hotmail.com
universidad nacional de villa maría	ingeniería en informática	30-Jul-20	alexa patterson	female	21	1605	CARAPACHAY	ohodge@hotmail.com
universidad nacional de villa maría	contador público	27-Jun-20	john collins	male	21	4514	CALILEGUA	victoria62@gmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	08-Jun-20	andres mooney	male	27	4514	CALILEGUA	thunter@yahoo.com
universidad nacional de villa maría	diseño industrial	05-Nov-19	mary alexander	female	21	4514	CALILEGUA	aaronbarrett@gmail.com
universidad nacional de villa maría	licenciatura en administración	12-Oct-19	michael lopez	male	21	1884	BERAZATEGUI	qpierce@hotmail.com
universidad nacional de villa maría	diseño de imagen y sonido	19-May-20	gregory perez	male	21	1884	BERAZATEGUI	freemanpatrick@gmail.com
universidad nacional de villa maría	licenciatura en ciencia y tecnología de alimentos	30-Jan-20	gary hart	male	21	1884	BERAZATEGUI	dereksingh@hotmail.com
universidad nacional de villa maría	licenciatura en administración	04-May-20	jennifer rodriguez	female	20	1884	BERAZATEGUI	stevensoncatherine@yahoo.com
universidad nacional de villa maría	contador público	04-Oct-19	evan taylor	male	26	1884	BERAZATEGUI	zsmith@yahoo.com
universidad nacional de villa maría	medicina	16-Nov-19	james juarez	male	21	1884	BERAZATEGUI	uoneal@yahoo.com
universidad nacional de villa maría	farmacia	07-Jun-20	luis vazquez	male	22	5634	BOWEN	colton95@yahoo.com
universidad nacional de villa maría	farmacia	20-Jul-20	thomas brown	male	21	5634	BOWEN	jose51@yahoo.com
universidad nacional de villa maría	licenciatura en terapia ocupacional	31-Jul-20	debra taylor	female	21	5634	BOWEN	brian15@hotmail.com
universidad nacional de villa maría	farmacia	26-Jul-20	lynn jones	female	37	6063	PORVENIR	madison21@hotmail.com
universidad nacional de villa maría	licenciatura en relaciones del trabajo	20-Apr-20	danielle brooks	female	45	6063	PORVENIR	timothy49@gmail.com
universidad nacional de villa maría	licenciatura en administración	02-Dec-19	cathy frederick	female	21	6063	PORVENIR	bmayer@yahoo.com
universidad nacional de villa maría	actuario	15-Jan-20	darrell chambers	male	21	6063	PORVENIR	jason81@gmail.com
universidad nacional de villa maría	contador público	21-Oct-19	andrew gardner	male	21	6063	PORVENIR	ericgolden@gmail.com
universidad nacional de villa maría	técnico para bioterios	04-Apr-20	charles watkins	male	21	6465	CORACEROS	daniel84@gmail.com
universidad nacional de villa maría	ciencias veterinarias	09-Jan-20	michelle miller	female	21	6465	CORACEROS	kperkins@yahoo.com
universidad nacional de villa maría	licenciatura en planificación y diseño del paisaje	06-Nov-19	timothy gomez	male	21	6465	CORACEROS	dawn92@gmail.com
universidad nacional de villa maría	licenciatura en ciencias ambientales	07-Nov-19	stephen meyers	male	21	6465	CORACEROS	lisajohnson@yahoo.com
universidad nacional de villa maría	licenciatura en artes	13-Jun-20	bruce yang	male	21	6465	CORACEROS	smelton@hotmail.com
universidad nacional de villa maría	licenciatura en producción de bioimagenes	24-Jun-20	norma morgan	female	21	4616	BARCENA	ericbauer@gmail.com
universidad nacional de villa maría	licenciatura en ciencias ambientales	06-Apr-20	danielle gardner	female	21	4616	BARCENA	charles89@gmail.com
universidad nacional de villa maría	licenciatura en ciencias antropológicas	15-Apr-20	william ballard	male	39	6620	CHIVILCOY	john69@yahoo.com
universidad nacional de villa maría	licenciatura en ciencia y tecnología de alimentos	02-Oct-19	aaron huynh	male	21	6620	CHIVILCOY	hernandezdonna@yahoo.com
universidad nacional de villa maría	medicina	31-Jan-20	sandra peterson	female	21	6620	CHIVILCOY	michaelgonzales@hotmail.com
universidad nacional de villa maría	arquitectura	24-Jul-20	michelle brown	female	21	6620	CHIVILCOY	nfrost@gmail.com
universidad nacional de villa maría	agronomía	21-Feb-20	ronald ortega	male	21	8204	BERNASCONI	whiteheadcassandra@yahoo.com
universidad nacional de villa maría	licenciatura en relaciones del trabajo	10-Jul-20	ashley andrews	female	21	8204	BERNASCONI	teresaharper@gmail.com
universidad nacional de villa maría	licenciatura en sociología	17-Oct-19	anthony watson	male	21	8204	BERNASCONI	sara90@gmail.com
universidad nacional de villa maría	licenciatura en sociología	22-Dec-19	heather schultz	female	21	8204	BERNASCONI	garciadenise@gmail.com
universidad nacional de villa maría	ingeniería electrónica	11-Mar-20	melissa mcgee	female	21	1619	GARIN	juliadiaz@gmail.com
universidad nacional de villa maría	licenciatura en administración	03-Jul-20	sarah silva	female	21	1619	GARIN	williamhubbard@hotmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	31-Dec-19	jamie williaon	male	45	1619	GARIN	johnstonsusan@gmail.com
universidad nacional de villa maría	licenciatura en artes	15-Nov-19	logan berg	male	21	1619	GARIN	pnewman@yahoo.com
universidad nacional de villa maría	licenciatura en terapia ocupacional	11-Oct-19	robert mclean	male	21	1619	GARIN	jrandall@yahoo.com
universidad nacional de villa maría	ciencias veterinarias	25-Jul-20	jennifer price	female	21	3308	CANDELARIA	brooksglen@gmail.com
universidad nacional de villa maría	actuario	29-Nov-19	kevin winters	male	48	5367	CACHIYUYAL	emelendez@hotmail.com
universidad nacional de villa maría	ingeniería en informática	26-Nov-19	katelyn spears	female	21	5367	CACHIYUYAL	daniel02@hotmail.com
universidad nacional de villa maría	arquitectura	28-Oct-19	karen hall	female	44	5367	CACHIYUYAL	jamesrivera@yahoo.com
universidad nacional de villa maría	farmacia	11-Jul-20	ricardo smith	male	21	5367	CACHIYUYAL	millervirginia@gmail.com
universidad nacional de villa maría	licenciatura en ciencia y tecnología de alimentos	19-Jul-20	jason estrada	male	21	3351	AZARA	hjones@gmail.com
universidad nacional de villa maría	licenciatura en ciencia y tecnología de alimentos	28-Jul-20	carl strickland	male	21	3351	AZARA	pstevenson@hotmail.com
universidad nacional de villa maría	ingeniería mecánica	20-Oct-19	tammy pineda	female	21	3351	AZARA	caleb10@yahoo.com
universidad nacional de villa maría	licenciatura en gestión de agroalimentos	04-Feb-20	anita baldwin	female	21	3351	AZARA	smithlogan@hotmail.com
universidad nacional de villa maría	medicina	28-Oct-19	joshua foster	male	35	3351	AZARA	uacosta@yahoo.com
universidad nacional de villa maría	licenciatura en relaciones del trabajo	19-Jul-20	diana willia	female	46	1708	MORON	lindsay05@yahoo.com
universidad nacional de villa maría	licenciatura en administración	13-Jul-20	jacqueline diaz	female	21	3703	ALELOY	rsanchez@hotmail.com
universidad nacional de villa maría	licenciatura en ciencias antropológicas	04-Mar-20	william cantrell	male	21	6237	AMERICA	elizabeth50@yahoo.com
universidad nacional de villa maría	medicina	05-Apr-20	stephen sanchez	male	21	6237	AMERICA	christopherbird@yahoo.com
universidad nacional de villa maría	licenciatura en sociología	08-Jul-20	dean schaefer	male	21	6237	AMERICA	valdezbrenda@hotmail.com
universidad nacional de villa maría	licenciatura en relaciones del trabajo	08-Jul-20	anthony may	male	44	6237	AMERICA	fisherjohnny@gmail.com
universidad nacional de villa maría	medicina	29-Jun-20	brandy aguirre	female	21	7136	ADELA	amy01@gmail.com
universidad nacional de villa maría	licenciatura en ciencias de la educación	13-Mar-20	daniel thomas	male	28	7136	ADELA	michael38@hotmail.com
universidad nacional de villa maría	medicina	21-Oct-19	isaac villanueva	male	21	7136	ADELA	triley@hotmail.com
universidad nacional de villa maría	licenciatura en ciencia y tecnología de alimentos	01-Feb-20	mark evans	male	21	7136	ADELA	bushrebecca@gmail.com
universidad nacional de villa maría	ingeniería mecánica	07-Apr-20	kim shepard	female	21	7169	JUANCHO	reginacole@yahoo.com
universidad nacional de villa maría	contador público	21-Oct-19	olivia kelly	female	21	7169	JUANCHO	kevin33@gmail.com
universidad nacional de villa maría	licenciatura en ciencias ambientales	17-Dec-19	summer miller	female	21	6071	BERMUDEZ	bettymiddleton@yahoo.com
universidad nacional de villa maría	bioquímica	19-Feb-20	jeffrey miller	male	21	1986	ALTAMIRANO	nward@hotmail.com
universidad nacional de villa maría	licenciatura en ciencia y tecnología de alimentos	20-Jul-20	yolanda reed	female	21	1986	ALTAMIRANO	nguyenmary@yahoo.com
universidad nacional de villa maría	arquitectura	24-Dec-19	leslie stone	female	21	9211	CUSHAMEN	bcrawford@hotmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	03-Oct-19	briana mendoza	female	21	9211	CUSHAMEN	danielle40@hotmail.com
universidad nacional de villa maría	ingeniería en informática	16-May-20	jill nichols	female	21	6013	BAIGORRITA	jreilly@hotmail.com
universidad nacional de villa maría	licenciatura en ciencias antropológicas	04-Oct-19	vicki hernandez	female	21	5260	ACHERAL	bryan70@hotmail.com
universidad nacional de villa maría	licenciatura en artes	09-Jun-20	shane valencia	male	21	5260	ACHERAL	melissathomas@gmail.com
universidad nacional de villa maría	agronomía	09-Jun-20	james stafford	male	21	5260	ACHERAL	trujilloelizabeth@hotmail.com
universidad nacional de villa maría	licenciatura en administración	07-Jul-20	tony santos	male	30	5260	ACHERAL	deborahwilson@hotmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	03-Oct-19	michael hernandez	male	32	4634	ABRALAITE	melissamurphy@gmail.com
universidad nacional de villa maría	licenciatura en relaciones del trabajo	10-Jun-20	marilyn crawford	female	36	4634	ABRALAITE	emily22@hotmail.com
universidad nacional de villa maría	técnico para bioterios	16-Jan-20	kimberly newman	female	31	4634	ABRALAITE	jefferybrown@yahoo.com
universidad nacional de villa maría	ingeniería electrónica	16-Mar-20	jessica martinez	female	21	4634	ABRALAITE	virginia36@hotmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	26-Feb-20	danielle barber	female	46	8136	ALGARROBO	yanderson@hotmail.com
universidad nacional de villa maría	licenciatura en ciencia política	06-May-20	robert wagner ii	male	21	8136	ALGARROBO	cindy14@hotmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	28-Mar-20	keith padilla	male	21	8136	ALGARROBO	matthew48@gmail.com
universidad nacional de villa maría	diseño industrial	01-Jan-20	tammy ford	female	22	8136	ALGARROBO	amandageorge@gmail.com
universidad nacional de villa maría	licenciatura en ciencia política	17-Mar-20	janice benitez	female	21	8136	ALGARROBO	sabrinamonroe@hotmail.com
universidad nacional de villa maría	licenciatura en kinesiología y fisiatría	01-Apr-20	thomas marquez	male	22	8136	ALGARROBO	jennifermurphy@gmail.com
universidad nacional de villa maría	licenciatura en ciencias de la computación	11-Feb-20	timothy brown	male	29	8136	ALGARROBO	grantbrittany@gmail.com
universidad nacional de villa maría	licenciatura en ciencias ambientales	24-Apr-20	kenneth hatfield	male	26	8136	ALGARROBO	ashleyphillips@yahoo.com
universidad nacional de villa maría	licenciatura en sociología	12-Mar-20	lisa green	female	21	8136	ALGARROBO	gailgutierrez@gmail.com
universidad nacional de villa maría	ingeniería electrónica	05-Nov-19	ashley king	female	21	8136	ALGARROBO	baueredward@hotmail.com
universidad nacional de villa maría	licenciatura en psicología	24-May-20	michael nicholson	male	41	8136	ALGARROBO	kentphillips@gmail.com
universidad nacional de villa maría	licenciatura en gestión de agroalimentos	29-Mar-20	samuel oneill	male	21	8136	ALGARROBO	sydneynoble@yahoo.com
universidad nacional de villa maría	licenciatura en ciencias de la computación	08-Jan-20	kyle moreno	male	48	5385	AGUADITA	james52@gmail.com
universidad nacional de villa maría	farmacia	26-Oct-19	debra fields	female	21	5385	AGUADITA	anna16@hotmail.com
universidad nacional de villa maría	medicina	08-Feb-20	justin thompson	male	35	5385	AGUADITA	qweeks@gmail.com
universidad nacional de villa maría	licenciatura en ciencia y tecnología de alimentos	01-May-20	monica choi	female	45	5385	AGUADITA	breanna55@hotmail.com
universidad nacional de villa maría	licenciatura en ciencias de la computación	03-Apr-20	sara kelley	female	21	5385	AGUADITA	alexhicks@gmail.com
universidad nacional de villa maría	licenciatura en ciencias de la computación	03-Jun-20	richard reed	male	21	5385	AGUADITA	twilson@hotmail.com
universidad nacional de villa maría	licenciatura en ciencias de la educación	28-Feb-20	ryan jackson	male	21	5385	AGUADITA	fullermelissa@gmail.com
