,university,career,inscription_date,first_name,last_name,gender,fecha_nacimiento,age,postal_code,location,email
45,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,09-Mar-20,CHELSEA_FREEMAN,,F,30-Jan-67,,,AGUA_BLANCA,TONI44@HOTMAIL.COM
46,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,28-Jun-20,DANA_JACKSON,,F,19-Nov-37,,,HAEDO,KPERKINS@YAHOO.COM
47,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,MEDICINA,31-Jul-20,CYNTHIA_BOOTH,,F,30-Oct-11,,,AIMOGASTA,LIUSCOTT@YAHOO.COM
48,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,06-Jan-20,TYLER_CLARK,,M,11-Dec-16,,,LA_CHILCA,SJENNINGS@HOTMAIL.COM
49,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,27-Feb-20,MARY_WINTERS,,F,28-Jan-73,,,AMERICA_UNIDA,MICHAELELLIOTT@GMAIL.COM
50,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,05-Oct-19,JASON_KERR,,M,30-Nov-60,,,LA_ISABEL,WADEERIC@HOTMAIL.COM
51,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,10-Jun-20,ALICIA_SCHULTZ,,F,11-Jan-54,,,ANGELONI,ERICMEYERS@HOTMAIL.COM
52,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ADMINISTRACIÓN_,14-Oct-19,JASMIN_BARRETT,,F,13-Aug-12,,,ABRA_MAYO,SHANNONTHOMPSON@GMAIL.COM
53,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,29-Jan-20,DENISE_TAYLOR,,F,13-Sep-22,,,SAN_BERNARDO_DEL_TUYU,HOLTCHARLES@YAHOO.COM
54,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,07-Nov-19,STEVEN_JONES,,M,11-Mar-51,,,CAPITAN_BERMUDEZ,ERIC07@YAHOO.COM
55,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,02-Jan-20,REBECCA_MOSLEY,,F,16-May-49,,,VILLA_LYNCH,SPETTY@HOTMAIL.COM
56,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,MEDICINA,14-Feb-20,ASHLEY_ROSE,,F,26-Feb-82,,,IRAOLA,SOTOANGEL@GMAIL.COM
57,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,07-Feb-20,SHELLEY_CLARK,,F,03-Oct-19,,,CABI_MONDA,ABAILEY@GMAIL.COM
58,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,07-Jan-20,ANN_ROSS,,F,12-Dec-26,,,BORDENAVE,MAHONEYSHANNON@HOTMAIL.COM
59,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,02-Feb-20,MICHELE_ELLIOTT,,F,03-Feb-45,,,CONCEPCION_DEL_BERMEJO,KIRBYCODY@HOTMAIL.COM
60,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,14-Mar-20,MARTIN_ANDERSON,,M,12-Nov-38,,,ANTUMPA,JROSS@GMAIL.COM
61,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,24-Nov-19,JOSEPH_GONZALEZ,,M,26-Jul-20,,,SAN_JOSE_DE_PIEDRA_BLANCA,HANNAHJONES@YAHOO.COM
62,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,MEDICINA,15-Apr-20,MARK_GUERRERO,,M,05-Feb-86,,,BARRIO_LA_LUISA,VAZQUEZJOSEPH@YAHOO.COM
63,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,05-Dec-19,JOSHUA_WILLIAMS,,M,05-Nov-02,,,BARRIALITOS,CODY57@GMAIL.COM
64,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,26-May-20,MICHAEL_SMITH,,M,04-Jan-10,,,ARRECHEA,EDGAR55@HOTMAIL.COM
65,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,FARMACIA,05-Mar-20,JESSICA_JOHNSON,,F,25-Feb-43,,,ANZOATEGUI,MBROWN@GMAIL.COM
66,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,MEDICINA,25-Apr-20,MICHELLE_NORMAN,,F,03-Nov-11,,,CAILOMUTA,ICARR@HOTMAIL.COM
67,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CONTADOR_PÚBLICO_,24-Jul-20,JOSHUA_KIM,,M,09-Jan-72,,,OCHO_VADOS,JANICE71@YAHOO.COM
68,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,12-Dec-19,AARON_FITZGERALD,,M,07-May-18,,,CAÑADON_DEL_TORO,OTODD@HOTMAIL.COM
69,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,FARMACIA,10-Jan-20,VICTOR_GILL,,M,25-Jan-55,,,LAS_TONINAS,IVAN25@GMAIL.COM
70,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,25-Feb-20,ERIC_YOUNG,,M,23-Feb-82,,,ALDECON,JENNA03@HOTMAIL.COM
71,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,24-Mar-20,ALLEN_MANNING,,M,30-Jun-43,,,CALVO,DAVID77@HOTMAIL.COM
72,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,15-Apr-20,EMILY_GREEN,,F,26-Jul-98,,,GENERAL_CONESA,PAYNEJESSICA@GMAIL.COM
73,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,10-May-20,ROBERT_WEAVER,,M,15-Sep-16,,,9_DE_JULIO,BAKERROBERT@YAHOO.COM
74,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,04-May-20,BROOKE_BELL,,F,19-Oct-15,,,ANGELINA,ZDAWSON@YAHOO.COM
75,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,27-Dec-19,REBECCA_SCOTT,,F,05-Oct-00,,,EL_PEREGRINO,OROZCOANDREW@YAHOO.COM
76,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,16-Nov-19,ISAAC_BRYANT,,M,27-Dec-10,,,ABRA_DE_HINOJO,DFREEMAN@HOTMAIL.COM
77,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,15-Nov-19,KYLE_MALONE,,M,01-Oct-90,,,COLONIA_AVELLANEDA,JULIE73@GMAIL.COM
78,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,14-May-20,CASSANDRA_MARTINEZ,,F,03-Nov-30,,,AGUA_DE_CASTILLA,QBROWN@YAHOO.COM
79,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,04-Oct-19,JONATHAN_HOGAN,,M,16-Feb-67,,,AGUA_NEGRA,JOHN72@GMAIL.COM
80,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,24-Jun-20,STEPHEN_MARTIN,,M,29-Jun-19,,,ESTACION_CHRISTOPHERSEN,SIMMONSCRYSTAL@YAHOO.COM
81,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ACTUARIO_,16-Nov-19,ELIZABETH_MURPHY,,F,08-May-46,,,BENITO_JUAREZ,MARIAH27@HOTMAIL.COM
82,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,21-May-20,TIMOTHY_DOUGLAS,,M,26-Oct-06,,,SAN_JOSE,CHRISTENSENANDREA@YAHOO.COM
83,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,29-Jul-20,ANNA_RAMOS,,F,28-Nov-75,,,ARANO,BRYAN80@HOTMAIL.COM
84,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,19-Feb-20,NICOLE_STRICKLAND,,F,13-Jan-98,,,BLANCA_GRANDE,TONYAESPINOZA@GMAIL.COM
85,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,AGRONOMÍA,11-Feb-20,EMILY_ANDREWS,,F,08-Aug-26,,,COLONIA_EL_POTRERO,BONILLAKRISTINE@HOTMAIL.COM
86,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,05-Apr-20,PAMELA_VEGA,,F,13-Dec-50,,,BARRIO_PEDRO_ROCCO,YOUNGJONATHAN@HOTMAIL.COM
87,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,12-Apr-20,LAUREN_JOHNSON,,F,10-Jul-10,,,BREA_CHIMPANA,MEGHAN68@GMAIL.COM
88,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,23-Nov-19,KARINA_MALONE,,F,26-Jan-61,,,ALVEAR,DOUGLASREED@YAHOO.COM
89,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,02-Jul-20,LISA_PAGE,,F,17-Oct-21,,,COLONIA_LOTE_12,TAMMYRUIZ@YAHOO.COM
90,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_MECÁNICA,31-Oct-19,KATHRYN_REESE,,F,16-Jul-18,,,CATUA,JACKSONLISA@YAHOO.COM
91,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,17-May-20,NICOLE_STONE,,F,19-Jan-86,,,CACUI,FREEMANMARGARET@GMAIL.COM
92,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,27-Nov-19,PATRICIA_WALTERS,,F,04-Apr-18,,,CARAPACHAY,LEWISANTONIO@HOTMAIL.COM
93,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CONTADOR_PÚBLICO_,27-Jun-20,JOHN_COLLINS,,M,25-Mar-71,,,CALILEGUA,VICTORIA62@GMAIL.COM
94,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ADMINISTRACIÓN_,12-Oct-19,MICHAEL_LOPEZ,,M,23-Jul-32,,,BERAZATEGUI,QPIERCE@HOTMAIL.COM
95,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,10-Feb-20,LISA_SHARP,,F,03-Jan-82,,,BUENA_ESPERANZA,CAMPBELLKELLY@HOTMAIL.COM
96,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,09-Apr-20,LEVI_MOSES,,M,23-Apr-52,,,AVIA_TERAI,BANDERSON@YAHOO.COM
97,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,20-Mar-20,ALLISON_MURRAY,,F,12-Aug-65,,,CABAÑA_EL_CISNE,BENTLEYTHOMAS@YAHOO.COM
98,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,06-Dec-19,GREGORY_NOLAN,,M,21-Aug-81,,,COLONIA_LA_NEGRA,WGIBSON@HOTMAIL.COM
99,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,20-Oct-19,AMANDA_MATA,,F,24-Sep-15,,,COLPES,MICHAELBERG@GMAIL.COM
100,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,FARMACIA,07-Jun-20,LUIS_VAZQUEZ,,M,14-Jun-00,,,BOWEN,COLTON95@YAHOO.COM
101,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,28-May-20,BILL_SMITH,,M,25-Dec-12,,,ARROYO_DEL_MEDIO,SYLVIA83@YAHOO.COM
102,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,07-Jul-20,MORGAN_WEST,,F,22-May-12,,,COLONIA_DURAN,MDELGADO@GMAIL.COM
103,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_MECÁNICA,21-Mar-20,LINDSEY_FOSTER,,F,14-May-24,,,LA_PELADA,QJOHNSON@YAHOO.COM
104,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,23-Mar-20,TIMOTHY_LEWIS,,M,23-Jan-22,,,COLONIA_HARDY,BRANDON44@GMAIL.COM
105,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,21-Jan-20,MICHAEL_JACKSON,,M,07-May-17,,,SAN_JOSE,YSANDOVAL@YAHOO.COM
106,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,FARMACIA,26-Jul-20,LYNN_JONES,,F,30-Aug-85,,,PORVENIR,MADISON21@HOTMAIL.COM
107,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,18-Nov-19,RAYMOND_HUGHES,,M,15-Oct-67,,,AGUA_AMARGA,DEANNA90@HOTMAIL.COM
108,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,05-Jul-20,CATHERINE_NAVARRO,,F,04-May-93,,,COLONIA_BERRO,YHARDING@HOTMAIL.COM
109,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,02-Dec-19,LAURA_STEWART,,F,21-Jan-38,,,EL_ZORRO,KCUEVAS@HOTMAIL.COM
110,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,14-Nov-19,LORRAINE_WEBB,,F,27-Jun-76,,,RAMOS_MEJIA,DALE02@GMAIL.COM
111,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,02-Apr-20,JASON_BREWER,,M,04-Sep-61,,,CAMPO_DE_VILLAMIL,BELLIOTT@GMAIL.COM
112,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,04-Apr-20,CHARLES_WATKINS,,M,15-Oct-21,,,CORACEROS,DANIEL84@GMAIL.COM
113,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,07-Mar-20,MICHAEL_DANIELS,,M,04-Oct-27,,,BAJO_LA_CANCHA,WILLIAMSMARIO@GMAIL.COM
114,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,24-Jun-20,NORMA_MORGAN,,F,24-Mar-36,,,BARCENA,ERICBAUER@GMAIL.COM
