,university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email
36,universidad nacional de jujuy,ingeniería en informática,2019-10-02,natasha williams,,f,2008/11/27,,aguada,daniel81@hotmail.com
37,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-01-28,thomas white,,m,2007/07/30,,algarrobal,nicholasmiller@hotmail.com
38,universidad nacional de jujuy,licenciatura en sociología ,2020-07-06,chad delgado,,m,1978/10/05,,bajo de los sueldos,tvincent@gmail.com
39,universidad nacional de jujuy,licenciatura en psicología,2020-02-22,william lane,,m,1972/07/09,,chapaleufu,julia71@hotmail.com
40,universidad nacional de jujuy,ingeniería mecánica,2020-01-08,fernando morse,,m,2021/02/28,,huanguelen,rgarcia@hotmail.com
41,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-06-10,rebecca martin,,f,1950/06/22,,aguada a pique,campbellangela@hotmail.com
42,universidad nacional de jujuy,medicina,2020-03-09,beverly morales,,f,1932/07/07,,alcete,millerjeffrey@hotmail.com
43,universidad nacional de jujuy,licenciatura en administración ,2020-02-16,joshua benson,,m,1988/04/15,,cheroguita,emilylogan@yahoo.com
44,universidad nacional de jujuy,arquitectura,2020-03-22,robert stevens,,m,2008/12/05,,colonia montefiore,nelsonpatrick@yahoo.com
45,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2019-11-28,benjamin hoffman,,m,1930/01/01,,plomer,renee98@gmail.com
46,universidad nacional de jujuy,licenciatura en ciencias geológicas,2019-10-28,brett mitchell,,m,2019/02/17,,arroyo aguila negra,vbutler@hotmail.com
47,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-06-25,angela curry,,f,1965/03/15,,san fernando,alec36@yahoo.com
48,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-05-25,susan salas,,f,1941/10/09,,el jaguel,jaclynpatterson@gmail.com
49,universidad nacional de jujuy,ingeniería electrónica,2020-07-01,joy wood,,f,1976/03/03,,colonia belgrano,bford@yahoo.com
50,universidad nacional de jujuy,actuario ,2020-03-20,luke king,,m,1987/04/25,,arroyo san juan,cody72@yahoo.com
51,universidad nacional de jujuy,agronomía,2019-11-05,michael robinson,,m,1969/05/19,,fortin irene,joseph81@gmail.com
52,universidad nacional de jujuy,licenciatura en terapia ocupacional,2019-10-09,kristen henderson,,f,1997/11/14,,campo peña lopez,graymond@hotmail.com
53,universidad nacional de jujuy,arquitectura,2020-07-12,caroline shaw,,f,1994/09/11,,barrio garin norte,williamsjon@yahoo.com
54,universidad nacional de jujuy,ciencias veterinarias,2020-02-10,kara christian,,f,2014/03/07,,manuel ocampo,lewisallison@hotmail.com
55,universidad nacional de jujuy,ingeniería mecánica,2020-05-27,hannah burgess,,f,1911/08/05,,baños pismanta,jessicadennis@hotmail.com
56,universidad nacional de jujuy,farmacia,2020-02-03,jillian kidd,,f,1985/11/27,,agua verde,fmendoza@gmail.com
57,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-02-12,tanya johnson,,f,2007/05/12,,llavallol,eric82@hotmail.com
58,universidad nacional de jujuy,ingeniería mecánica,2019-10-27,christopher anderson,,m,1933/11/14,,general rojo,troyvillanueva@gmail.com
59,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-05-24,chelsea dunn,,f,2017/03/17,,bahia san blas,philipyork@gmail.com
60,universidad nacional de jujuy,ciencias veterinarias,2020-01-21,edgar lewis,,m,1908/07/20,,porvenir,sandralopez@gmail.com
61,universidad nacional de jujuy,diseño de imagen y sonido,2019-12-30,alyssa salazar,,f,2008/06/21,,el porvenir,brookenguyen@hotmail.com
62,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020-05-04,kelly williamson,,f,1916/02/10,,aparzo,devon31@gmail.com
63,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2019-10-21,regina lane,,f,1989/01/20,,gomez,wyattjudy@gmail.com
64,universidad nacional de jujuy,licenciatura en ciencias ambientales,2019-12-30,monica patterson,,f,1967/08/30,,barrio lencina,alexa42@yahoo.com
65,universidad nacional de jujuy,ingeniería electrónica,2019-12-08,peter smith,,m,1976/10/31,,base aeronaval cmte espora,nicholas77@gmail.com
66,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2019-12-24,kirk saunders,,m,1944/04/21,,cataratas del iguazu,audreyduran@yahoo.com
67,universidad nacional de jujuy,licenciatura en ciencia política ,2020-05-21,ashley gonzales,,f,1940/01/15,,ayacucho,nsmith@hotmail.com
68,universidad nacional de jujuy,farmacia,2019-10-23,andrea pearson,,f,2007/03/08,,cañadon botello,cynthiastanley@gmail.com
69,universidad nacional de jujuy,licenciatura en psicología,2020-07-29,steve zavala,,m,1929/06/09,,coronel pringles,steventaylor@yahoo.com
70,universidad nacional de jujuy,licenciatura en sociología ,2020-05-27,john fischer,,m,1921/09/10,,america unida,bernardjames@hotmail.com
71,universidad nacional de jujuy,licenciatura en musicoterapia,2019-10-06,catherine ellis,,f,1918/11/30,,san jose,lrobinson@yahoo.com
72,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-04-11,james torres,,m,1971/10/09,,erezcano,reedadam@gmail.com
73,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-03-02,bobby fisher,,m,1931/01/02,,carcaraña,christopherallen@yahoo.com
74,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-03-12,carolyn turner,,f,1967/01/13,,catinzaco,darius19@gmail.com
75,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-04-14,stephen garcia,,m,2000/01/01,,firmat,flemingcheryl@yahoo.com
76,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020-04-19,howard ross,,m,1956/05/05,,general hornos,rachellee@yahoo.com
77,universidad nacional de jujuy,medicina,2020-04-11,angelica castro,,f,1924/03/21,,castilla,tcrane@gmail.com
78,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-02-15,julie thomas,,f,1921/09/09,,cristolia,danielhooper@hotmail.com
79,universidad nacional de jujuy,licenciatura en musicoterapia,2020-01-14,catherine parks,,f,1911/12/04,,caracoles,susan78@yahoo.com
80,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-07-25,daniel harrell,,m,1992/04/02,,arroyo el mocho,ppierce@gmail.com
81,universidad nacional de jujuy,licenciatura en sociología ,2019-11-15,rebekah owens,,f,2019/06/23,,alto pencoso,aliciagarcia@gmail.com
82,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-06-11,anna phillips,,f,1988/10/24,,haras san jacinto,pbrowning@yahoo.com
83,universidad nacional de jujuy,licenciatura en psicología,2020-03-27,kristen hall,,f,1931/05/17,,guamini,andrea56@yahoo.com
84,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020-05-10,dominique maldonado,,f,1953/02/26,,alto verde,cynthia52@hotmail.com
85,universidad nacional de jujuy,ingeniería electrónica,2019-12-12,linda garrett,,f,1987/04/01,,bajo las tunas,charleshamilton@hotmail.com
86,universidad nacional de jujuy,diseño industrial,2020-02-09,amanda cole,,f,1972/01/26,,colonia zambungo,josephobrien@gmail.com
87,universidad nacional de jujuy,diseño de imagen y sonido,2020-05-30,alyssa daniel,,f,1977/01/17,,acheral,rbennett@gmail.com
88,universidad nacional de jujuy,contador público ,2020-03-17,bradley ashley,,m,1968/05/31,,gobernador lanusse,xstephens@hotmail.com
89,universidad nacional de jujuy,licenciatura en psicología,2020-03-17,christina cervantes,,f,1963/11/23,,dos hermanas,baldwinstephanie@yahoo.com
90,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-02-22,kayla andersen,,f,1938/09/08,,campo de galnasi,rogerrichards@gmail.com
91,universidad nacional de jujuy,actuario ,2019-12-18,jeffery howell dds,,m,1931/03/07,,alvarez,craig75@yahoo.com
92,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-05-21,scott johnson,,m,1932/06/13,,barrio la dolly,aaron59@gmail.com
93,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-03-06,stacey haas,,f,2003/10/22,,villars,afarmer@yahoo.com
94,universidad nacional de jujuy,licenciatura en psicología,2020-05-01,chad joseph,,m,1986/12/28,,castelar,nicholsjessica@hotmail.com
95,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-06-28,theresa carrillo,,f,1925/08/28,,angosto del perchel,jeremy91@gmail.com
96,universidad nacional de jujuy,licenciatura en artes,2020-04-09,james howard,,m,1908/08/23,,baterias,antoniofrench@hotmail.com
97,universidad nacional de jujuy,técnico para bioterios ,2020-01-28,alyssa johnson,,f,1957/04/09,,aromos,qduncan@yahoo.com
98,universidad nacional de jujuy,licenciatura en ciencias geológicas,2019-12-12,kristopher green,,m,1906/02/21,,el carretero,nlewis@hotmail.com
99,universidad nacional de jujuy,diseño de imagen y sonido,2020-07-27,mr. russell goodwin,,m,1917/05/09,,estancias,ericksonjustin@yahoo.com
100,universidad nacional de jujuy,licenciatura en ciencia política ,2020-02-26,jessica jimenez,,f,1997/11/15,,berduc,jeremy68@yahoo.com
101,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-04-28,brendan stokes,,m,1972/12/18,,el hoyo,mlynn@yahoo.com
102,universidad nacional de jujuy,ingeniería mecánica,2020-05-05,jose shaw,,m,1974/10/24,,23 de agosto,thomas32@gmail.com
103,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020-05-12,jackson shannon,,m,1962/08/06,,ingeniero de madrid,williamspatricia@gmail.com
104,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-01-21,mark allen,,m,1999/08/14,,colonia centenario,jnguyen@hotmail.com
105,universidad nacional de jujuy,licenciatura en ciencias geológicas,2019-10-08,mr. james ryan md,,m,1987/06/20,,colonia rusa,ksmith@yahoo.com
106,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-07-29,kimberly hartman,,f,1932/12/13,,barrancon,michaelcontreras@hotmail.com
107,universidad nacional de jujuy,licenciatura en administración ,2020-06-18,jason knapp,,m,2014/11/03,,avenida ejercito parana,schneiderdonna@hotmail.com
108,universidad nacional de jujuy,licenciatura en artes,2019-10-17,rebecca pierce,,f,1959/06/29,,villa ballester,torressusan@hotmail.com
109,universidad nacional de jujuy,diseño industrial,2020-06-26,amber harper,,f,1973/01/25,,nelson,mgreene@gmail.com
110,universidad nacional de jujuy,licenciatura en psicología,2020-02-23,mr. donald diaz,,m,1961/07/09,,el carbalino,sanchezanthony@gmail.com
111,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2019-12-13,joanne shaffer,,f,1912/11/13,,ingeniero allan,williamsrobert@yahoo.com
112,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-07-09,diana smith,,f,1931/09/20,,chivilcoy,yyoung@hotmail.com
113,universidad nacional de jujuy,arquitectura,2020-04-28,hannah fisher,,f,1914/06/30,,adrian maturano,randy52@yahoo.com
114,universidad nacional de jujuy,agronomía,2019-11-15,john mcpherson,,m,1958/09/26,,kilometro 47,larry09@gmail.com
115,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-06-01,dawn jones,,f,2006/12/03,,felicia,mooremichael@gmail.com
116,universidad nacional de jujuy,licenciatura en ciencias de la computación,2019-11-05,tasha jones,,f,2017/06/06,,barrio villa cordoba,uhendricks@yahoo.com
117,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-02-26,colin lowery jr.,,m,2001/05/14,,arroyo de la cruz,martinbrittany@hotmail.com
118,universidad nacional de jujuy,medicina,2019-10-27,sarah kemp,,f,1974/09/17,,allende,jacobthompson@yahoo.com
119,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-07-24,ryan pitts,,m,1906/07/23,,campo de los andes,sarahcooper@hotmail.com
120,universidad nacional de jujuy,diseño industrial,2020-05-26,james smith,,m,1951/10/17,,acostilla,sbaker@gmail.com
121,universidad nacional de jujuy,licenciatura en administración ,2020-06-09,timothy ware,,m,2007/12/10,,caa yari,wrightkristin@hotmail.com
122,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-02-14,ryan garcia,,m,2003/04/21,,apeadero quiroga,ssingleton@yahoo.com
123,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-06-17,steven hernandez,,m,1909/04/12,,ingeniero allan,iperez@yahoo.com
124,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2019-12-28,amanda harrison,,f,1971/12/23,,kilometro 125,sarahhill@gmail.com
125,universidad nacional de jujuy,diseño de imagen y sonido,2020-05-20,crystal armstrong,,f,1925/06/07,,agua blanca,brewermelissa@yahoo.com
126,universidad nacional de jujuy,técnico para bioterios ,2020-07-02,kelly hill,,f,1924/07/05,,campo garabato,turnercraig@gmail.com
127,universidad nacional de jujuy,actuario ,2020-02-13,michael simpson,,m,1936/10/11,,alegria,joshuahunt@yahoo.com
128,universidad nacional de jujuy,bioquímica,2020-03-26,jennifer sullivan,,f,1941/05/24,,el porvenir,dorothycardenas@gmail.com
129,universidad nacional de jujuy,técnico para bioterios ,2019-11-30,jessica barrera,,f,1932/11/23,,bella vista,ugonzales@yahoo.com
130,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-06-22,patricia soto,,f,1977/03/11,,11 de septiembre,steven27@yahoo.com
131,universidad nacional de jujuy,actuario ,2020-03-04,tracy ramirez,,f,2004/10/05,,barrio la dolly,austinowen@gmail.com
132,universidad nacional de jujuy,técnico para bioterios ,2019-11-19,mary rogers,,f,1935/04/01,,el lenguaraz,tfernandez@gmail.com
133,universidad nacional de jujuy,licenciatura en ciencia política ,2020-05-03,cody stephenson,,m,1956/07/20,,colonia bella vista,sgilmore@hotmail.com
134,universidad nacional de jujuy,diseño industrial,2020-06-14,stephen lopez dds,,m,1995/09/16,,general urquiza,ugreen@hotmail.com
135,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-05-08,matthew gonzalez,,m,1965/08/17,,arroyo canelon,christopher66@gmail.com
136,universidad nacional de jujuy,farmacia,2020-01-29,terry brown,,f,1988/01/05,,aparicio cue,millsjeremiah@yahoo.com
137,universidad nacional de jujuy,diseño industrial,2019-10-24,christian bartlett,,m,1988/07/27,,campo ubajo,gilesarthur@yahoo.com
138,universidad nacional de jujuy,licenciatura en musicoterapia,2020-03-14,ashley jones,,f,2015/09/03,,la rosa,jfox@hotmail.com
139,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-04-26,linda dillon,,f,2020/09/25,,arroyo el mocho,powellcharles@gmail.com
140,universidad nacional de jujuy,licenciatura en psicología,2019-11-11,adam christensen,,m,1938/07/29,,22 de diciembre,qmays@hotmail.com
141,universidad nacional de jujuy,contador público ,2020-07-22,paula conrad,,f,1991/04/01,,campo gimenez,lloydchristine@hotmail.com
142,universidad nacional de jujuy,agronomía,2019-12-14,michael turner,,m,1995/03/19,,colonia la blanquita,philiphorton@gmail.com
143,universidad nacional de jujuy,ingeniería mecánica,2019-10-29,allison rodriguez,,f,2013/10/11,,benito juarez,mcneillinda@gmail.com
144,universidad nacional de jujuy,ingeniería electrónica,2019-11-30,thomas garcia,,m,1906/04/02,,colonia la yerba,michael21@gmail.com
145,universidad nacional de jujuy,medicina,2020-01-15,penny petersen,,f,1922/10/23,,agua salada,jaclyn85@hotmail.com
146,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-04-04,steven olsen,,m,1948/11/13,,el dique,morabobby@hotmail.com
147,universidad nacional de jujuy,medicina,2020-07-08,alexander taylor,,m,1966/01/19,,belgrano,karibean@gmail.com
148,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020-05-01,lisa sanders,,f,1911/11/30,,villa angelica,daniellewade@gmail.com
149,universidad nacional de jujuy,agronomía,2020-05-21,daniel perez,,m,1966/07/20,,chapi talo,jesse21@yahoo.com
150,universidad nacional de jujuy,ingeniería en informática,2020-07-19,gary clark,,m,2014/01/07,,aguada de piedra,hwilson@yahoo.com
151,universidad nacional de jujuy,arquitectura,2019-11-28,jason perry,,m,1961/06/16,,florencio varela,marywright@yahoo.com
152,universidad nacional de jujuy,agronomía,2020-06-27,thomas ramirez,,m,1927/02/25,,agua y energia,millerbrittany@yahoo.com
153,universidad nacional de jujuy,diseño industrial,2019-10-16,robert anderson,,m,1910/05/14,,cheroguita,johnstonsteven@gmail.com
154,universidad nacional de jujuy,farmacia,2020-06-22,joyce smith,,f,1969/06/17,,colonia cazaux,stevengilbert@hotmail.com
155,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2019-10-26,anita suarez,,f,1966/07/02,,agua verde,jessicadavis@gmail.com
156,universidad nacional de jujuy,ingeniería electrónica,2020-05-15,brian shields,,m,1987/12/26,,catua,jonesteresa@gmail.com
157,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-07-21,sean cox,,m,2013/06/27,,alto huaco,zrobles@gmail.com
158,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020-06-11,ann wagner,,f,2016/09/10,,bella vista,ohunt@hotmail.com
159,universidad nacional de jujuy,licenciatura en ciencia política ,2020-07-02,amanda page,,f,1950/01/18,,campo la riviere,walter21@gmail.com
160,universidad nacional de jujuy,farmacia,2020-07-01,joel harper,,m,1969/01/30,,blanca grande,mccormickchristine@yahoo.com
161,universidad nacional de jujuy,agronomía,2020-02-15,andrea nguyen,,f,1939/08/18,,desvio kilometro 55,mary91@hotmail.com
162,universidad nacional de jujuy,diseño de imagen y sonido,2020-06-21,roy diaz,,m,1963/08/06,,colonia nac de alienados,markmoran@gmail.com
163,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020-07-09,david lindsey,,m,2003/03/27,,arroyo casco,cwallace@yahoo.com
164,universidad nacional de jujuy,diseño de imagen y sonido,2020-05-21,katherine simpson,,f,1937/03/22,,diego lopez,jonathannelson@hotmail.com
165,universidad nacional de jujuy,licenciatura en musicoterapia,2020-04-24,daniel martin,,m,1943/05/04,,pontaut,stephaniemartin@hotmail.com
166,universidad nacional de jujuy,diseño de imagen y sonido,2019-10-29,karen mendoza,,f,1967/01/06,,wheelwright,autumnrogers@gmail.com
167,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-06-15,melanie haas,,f,1939/12/18,,colonia duran,newtonleah@gmail.com
168,universidad nacional de jujuy,farmacia,2020-06-01,richard guzman,,m,1972/03/06,,barrio el molino,rpetersen@yahoo.com
169,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-04-29,jason barry,,m,1936/02/29,,barranqueras,sarah58@gmail.com
170,universidad nacional de jujuy,ingeniería mecánica,2020-01-19,nancy jones,,f,1909/12/29,,algarrobo,hsmith@gmail.com
171,universidad nacional de jujuy,diseño de imagen y sonido,2019-12-21,cheryl scott,,f,1985/12/19,,6 de septiembre,christyescobar@gmail.com
172,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-02-15,mark dixon,,m,2002/05/13,,villa hipodromo,gschmidt@yahoo.com
173,universidad nacional de jujuy,licenciatura en administración ,2020-01-19,alec drake,,m,1992/07/20,,el araza,phillipsmichael@hotmail.com
174,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-02-06,heather baker,,f,1962/07/09,,doctor domingo harosteguy,ismith@hotmail.com
175,universidad nacional de jujuy,medicina,2020-03-25,jeffrey moore,,m,1906/05/12,,aldea san gregorio,martha26@hotmail.com
176,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-01-20,colleen miller,,f,1911/01/30,,rincon de milberg,carlos91@gmail.com
177,universidad nacional de jujuy,licenciatura en psicología,2020-03-23,stephanie bell,,f,1971/12/30,,alto de sierra,patrickcarter@gmail.com
178,universidad nacional de jujuy,medicina,2020-01-13,kimberly mitchell,,f,1914/01/19,,abo nezu,tjohnston@gmail.com
179,universidad nacional de jujuy,licenciatura en ciencias geológicas,2019-12-14,katherine sandoval,,f,1937/05/13,,la chispa,pdavies@hotmail.com
180,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-07-08,deanna phillips,,f,1995/01/21,,colonia santa teresa,thomas45@gmail.com
181,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2019-11-20,erica mahoney,,f,2004/01/15,,carrizal norte,odonnellsamantha@hotmail.com
182,universidad nacional de jujuy,diseño industrial,2019-10-02,joseph gonzalez,,m,1997/08/18,,ocho vados,rebeccapena@yahoo.com
183,universidad nacional de jujuy,diseño de imagen y sonido,2019-11-10,frank rivera,,m,1944/06/03,,francisco alvarez,jenkinsjessica@hotmail.com
184,universidad nacional de jujuy,licenciatura en sociología ,2020-07-29,frederick beck,,m,2008/03/18,,barrio garin norte,lewisronald@gmail.com
185,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2019-11-27,chelsea mcknight,,f,1990/08/19,,colonia hardy,bryandiaz@hotmail.com
186,universidad nacional de jujuy,ciencias veterinarias,2020-07-14,richard norris,,m,2004/08/23,,britos,john52@gmail.com
187,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-05-20,john ayers,,m,1976/10/27,,la ines,tammymahoney@yahoo.com
188,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2019-11-09,kevin green,,m,2019/05/08,,virrey del pino,laurenlewis@gmail.com
189,universidad nacional de jujuy,agronomía,2019-12-31,edward martinez,,m,1922/03/14,,la eduvigis,john56@gmail.com
190,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-02-18,abigail lam,,f,2020/03/01,,colonia la marta,utodd@yahoo.com
191,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020-02-09,sandra smith,,f,1967/11/08,,agua de diaz,jasonsteele@hotmail.com
192,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-01-21,antonio werner,,m,1934/05/15,,cañadon chileno,codymckee@hotmail.com
193,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-03-15,katherine benson,,f,1980/09/12,,faro san antonio,mcintyreann@gmail.com
194,universidad nacional de jujuy,licenciatura en artes,2020-04-02,william thompson,,m,1953/09/09,,cañada de las ovejas,briandudley@yahoo.com
195,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-05-15,mason cook,,m,1938/08/23,,colonia cunci,klee@gmail.com
196,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2019-11-18,jacob ballard,,m,1974/10/18,,agua blanca,joneshannah@gmail.com
197,universidad nacional de jujuy,actuario ,2020-01-31,brandon cabrera,,m,1995/04/25,,agua blanca,robert52@yahoo.com
198,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-03-10,jack wiggins,,m,1908/12/14,,la gama,angela58@hotmail.com
199,universidad nacional de jujuy,licenciatura en psicología,2020-03-19,amber calderon,,f,2017/06/15,,agrio balsa,williamtate@yahoo.com
200,universidad nacional de jujuy,licenciatura en ciencias geológicas,2019-12-23,shawna kim,,f,2000/02/24,,el carmen,pamela96@yahoo.com
